,FM_deeplocalize035_faulty
MM_deeplocalize035_add_noise_mutated0_MP_100,0.0649 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_50.0,0.1916 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_62.5,0.2103 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_65.62,0.1505 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_68.75,0.1543 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_75.0,0.1219 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_10,0.0637 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_12,0.1003 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_2,0.2629 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_3,0.1148 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_4,0.1176 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_6,0.0791 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_7,0.0253 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_10,0.0521 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_12,0.1071 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2340 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_3,0.1454 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_4,0.0929 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_6,0.0595 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_7,0.0386 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_10,0.1573 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_12,0.2194 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_2,0.2622 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_3,0.2060 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_4,0.2242 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_6,0.2157 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_7,0.2629 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_10,0.2243 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_12,0.0200 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_2,0.1679 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_3,0.1450 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_4,0.1880 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_6,0.2946 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_7,0.1992 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_10,0.2138 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_2,0.2114 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_3,0.1132 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_4,0.1153 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_6,0.0679 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_7,0.0515 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_hard_sigmoid_10,0.0851 (reliable)
