,FM_defect4ml067_faulty
MM_defect4ml067_GF_0.01_1,0.0083 (reliable)
MM_defect4ml067_GF_0.1_1,0.0361 (reliable)
MM_defect4ml067_GF_0.2_1,0.0767 (reliable)
MM_defect4ml067_GF_0.6_1,0.0867 (reliable)
MM_defect4ml067_GF_1.0_1,0.1590 (reliable)
MM_defect4ml067_LA_0.01_1,0.0364 (reliable)
MM_defect4ml067_LD_0.01_1,0.0000 (reliable)
MM_defect4ml067_LR_0.01_1,0.1134 (reliable)
MM_defect4ml067_NAI_0.01_1,0.1380 (reliable)
MM_defect4ml067_NAI_0.1_1,0.2537 (reliable)
MM_defect4ml067_NEB_0.01_1,0.0156 (reliable)
MM_defect4ml067_NEB_0.1_1,0.3786 (unreliable)
MM_defect4ml067_NEB_0.2_1,0.3972 (reliable)
MM_defect4ml067_NS_0.01_1,0.0251 (reliable)
MM_defect4ml067_NS_0.1_1,0.1124 (reliable)
MM_defect4ml067_NS_0.2_1,0.1068 (reliable)
MM_defect4ml067_NS_0.6_1,0.2399 (reliable)
MM_defect4ml067_WS_0.01_1,0.0373 (reliable)
MM_defect4ml067_WS_0.1_1,0.1499 (reliable)
MM_defect4ml067_WS_0.2_1,0.2094 (reliable)
