,FM_defect4ml026_faulty
MM_defect4ml026_original0_GF_0.01_1,0.0463 (reliable)
MM_defect4ml026_original0_LA_0.01_1,0.2813 (unreliable)
MM_defect4ml026_original0_LD_0.01_1,0.0222 (reliable)
MM_defect4ml026_original0_LR_0.01_1,0.0222 (reliable)
MM_defect4ml026_original0_NAI_0.01_1,0.0666 (reliable)
MM_defect4ml026_original0_NEB_0.01_1,0.0404 (reliable)
MM_defect4ml026_original0_NS_0.01_1,0.0579 (reliable)
MM_defect4ml026_original0_WS_0.01_1,0.0360 (reliable)
MM_defect4ml026_original1_GF_0.01_1,0.0175 (reliable)
MM_defect4ml026_original1_LA_0.01_1,0.3855 (unreliable)
MM_defect4ml026_original1_LD_0.01_1,0.0150 (reliable)
MM_defect4ml026_original1_LR_0.01_1,0.0150 (reliable)
MM_defect4ml026_original1_NAI_0.01_1,0.0362 (reliable)
MM_defect4ml026_original1_NEB_0.01_1,0.0288 (reliable)
MM_defect4ml026_original1_NS_0.01_1,0.0474 (reliable)
MM_defect4ml026_original1_WS_0.01_1,0.0207 (reliable)
MM_defect4ml026_original2_GF_0.01_1,0.0220 (reliable)
MM_defect4ml026_original2_LA_0.01_1,0.3070 (unreliable)
MM_defect4ml026_original2_LD_0.01_1,0.0210 (reliable)
MM_defect4ml026_original2_LR_0.01_1,0.0210 (reliable)
MM_defect4ml026_original2_NAI_0.01_1,0.0440 (reliable)
MM_defect4ml026_original2_NEB_0.01_1,0.0463 (reliable)
MM_defect4ml026_original2_NS_0.01_1,0.0535 (reliable)
MM_defect4ml026_original2_WS_0.01_1,0.0279 (reliable)
MM_defect4ml026_original3_GF_0.01_1,0.0164 (reliable)
MM_defect4ml026_original3_LA_0.01_1,0.1728 (reliable)
MM_defect4ml026_original3_LD_0.01_1,0.0161 (reliable)
MM_defect4ml026_original3_LR_0.01_1,0.0161 (reliable)
MM_defect4ml026_original3_NAI_0.01_1,0.2206 (unreliable)
MM_defect4ml026_original3_NEB_0.01_1,0.0302 (reliable)
MM_defect4ml026_original3_NS_0.01_1,0.0364 (reliable)
MM_defect4ml026_original3_WS_0.01_1,0.0347 (reliable)
MM_defect4ml026_original4_GF_0.01_1,0.0230 (reliable)
MM_defect4ml026_original4_LA_0.01_1,0.3132 (unreliable)
MM_defect4ml026_original4_LD_0.01_1,0.0226 (reliable)
MM_defect4ml026_original4_LR_0.01_1,0.0226 (reliable)
MM_defect4ml026_original4_NAI_0.01_1,0.1434 (reliable)
MM_defect4ml026_original4_NEB_0.01_1,0.0301 (reliable)
MM_defect4ml026_original4_NS_0.01_1,0.0306 (reliable)
MM_defect4ml026_original4_WS_0.01_1,0.0257 (reliable)
