,FM_deeplocalize028_faulty
MM_deeplocalize028_add_noise_mutated0_MP_100,0.2420 (reliable)
MM_deeplocalize028_add_noise_mutated0_MP_12.5,0.2857 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_18.75,0.3241 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_21.88,0.2937 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_25.0,0.1722 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_37.5,0.2593 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_40.62,0.3408 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_43.75,0.2346 (unreliable)
MM_deeplocalize028_add_noise_mutated0_MP_50.0,0.2865 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l1_1,0.3106 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l1_4,0.2877 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3904 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l1_l2_4,0.3800 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l2_1,0.2932 (unreliable)
MM_deeplocalize028_add_weights_regularisation_mutated0_MP_l2_4,0.2500 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_elu_2,0.3046 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_elu_5,0.3904 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2372 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_hard_sigmoid_5,0.2008 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_linear_2,0.4304 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_linear_5,0.3259 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_relu_2,0.2230 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_relu_5,0.2008 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_selu_2,0.3873 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_selu_5,0.3692 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_sigmoid_2,0.2847 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_sigmoid_5,0.2361 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softmax_2,0.2143 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softmax_5,0.2464 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softplus_2,0.3852 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softplus_5,0.3292 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softsign_2,0.2297 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_softsign_5,0.2203 (reliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_tanh_2,0.2840 (unreliable)
MM_deeplocalize028_change_activation_function_mutated0_MP_tanh_5,0.2008 (reliable)
MM_deeplocalize028_change_batch_size_mutated0_MP_16_16,0.4067 (unreliable)
MM_deeplocalize028_change_batch_size_mutated0_MP_1_1,0.3333 (unreliable)
MM_deeplocalize028_change_batch_size_mutated0_MP_2_2,0.2708 (unreliable)
MM_deeplocalize028_change_batch_size_mutated0_MP_8_8,0.3972 (unreliable)
MM_deeplocalize028_change_dropout_rate_mutated0_MP_0.125_0.125_3,0.3395 (unreliable)
MM_deeplocalize028_change_dropout_rate_mutated0_MP_0.25_0.25_3,0.3653 (unreliable)
MM_deeplocalize028_change_dropout_rate_mutated0_MP_0.75_0.75_3,0.3597 (unreliable)
MM_deeplocalize028_change_dropout_rate_mutated0_MP_0.9_0.9_3,0.2886 (unreliable)
MM_deeplocalize028_change_epochs_mutated0_MP_1,0.3514 (unreliable)
MM_deeplocalize028_change_epochs_mutated0_MP_2,0.4950 (unreliable)
MM_deeplocalize028_change_epochs_mutated0_MP_4,0.3889 (unreliable)
MM_deeplocalize028_change_epochs_mutated0_MP_5,0.4795 (unreliable)
MM_deeplocalize028_change_epochs_mutated0_MP_6,0.3793 (unreliable)
MM_deeplocalize028_change_label_mutated0_MP_100,0.1439 (reliable)
MM_deeplocalize028_change_label_mutated0_MP_12.5,0.3933 (unreliable)
MM_deeplocalize028_change_label_mutated0_MP_15.62,0.3918 (unreliable)
MM_deeplocalize028_change_label_mutated0_MP_18.75,0.2900 (reliable)
MM_deeplocalize028_change_label_mutated0_MP_25.0,0.2526 (unreliable)
MM_deeplocalize028_change_label_mutated0_MP_50.0,0.1608 (reliable)
MM_deeplocalize028_change_learning_rate_mutated0_MP_False_0.0001,0.2434 (unreliable)
MM_deeplocalize028_change_learning_rate_mutated0_MP_False_0.0002,0.2778 (unreliable)
MM_deeplocalize028_change_learning_rate_mutated0_MP_False_0.0003,0.2826 (unreliable)
MM_deeplocalize028_change_learning_rate_mutated0_MP_False_0.0006,0.3239 (unreliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_categorical_crossentropy,0.5409 (unreliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_categorical_hinge,0.2000 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_hinge,0.2089 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_huber_loss,0.1983 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.2008 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_logcosh,0.2443 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_mean_absolute_error,0.2267 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2372 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_mean_squared_error,0.2311 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.2036 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_poisson,0.2008 (reliable)
MM_deeplocalize028_change_loss_function_mutated0_MP_squared_hinge,0.2336 (reliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_adadelta,0.3190 (unreliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_adagrad,0.2400 (unreliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_adamax,0.3475 (unreliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_nadam,0.3286 (unreliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_rmsprop,0.3060 (unreliable)
MM_deeplocalize028_change_optimisation_function_mutated0_MP_sgd,0.2430 (reliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_constant_1,0.2008 (reliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_constant_4,0.2806 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.4179 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_glorot_normal_4,0.2643 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.2263 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_glorot_uniform_4,0.4774 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_he_normal_1,0.4904 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_he_normal_4,0.2260 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_he_uniform_1,0.4479 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_he_uniform_4,0.2643 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_identity_1,0.4724 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_identity_4,0.3758 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.3354 (unreliable)
MM_deeplocalize028_change_weights_initialisation_mutated0_MP_lecun_normal_4,0.3534 (unreliable)
