,FM_defect4ml048_faulty
MM_defect4ml048_original0_GF_0.01_1,0.2989 (reliable)
MM_defect4ml048_original0_LA_0.01_1,0.3702 (reliable)
MM_defect4ml048_original0_LD_0.01_1,0.2173 (reliable)
MM_defect4ml048_original0_LR_0.01_1,0.3344 (reliable)
MM_defect4ml048_original0_NAI_0.01_1,0.3417 (reliable)
MM_defect4ml048_original0_NEB_0.01_1,0.3047 (reliable)
MM_defect4ml048_original0_NS_0.01_1,0.2794 (reliable)
MM_defect4ml048_original0_WS_0.01_1,0.2760 (reliable)
MM_defect4ml048_original1_GF_0.01_1,0.3453 (reliable)
MM_defect4ml048_original1_LA_0.01_1,0.3774 (reliable)
MM_defect4ml048_original1_LD_0.01_1,0.2495 (reliable)
MM_defect4ml048_original1_LR_0.01_1,0.3646 (reliable)
MM_defect4ml048_original1_NAI_0.01_1,0.2873 (reliable)
MM_defect4ml048_original1_NEB_0.01_1,0.3215 (reliable)
MM_defect4ml048_original1_NS_0.01_1,0.3203 (reliable)
MM_defect4ml048_original1_WS_0.01_1,0.2856 (reliable)
MM_defect4ml048_original2_GF_0.01_1,0.2876 (reliable)
MM_defect4ml048_original2_LA_0.01_1,0.3433 (reliable)
MM_defect4ml048_original2_LD_0.01_1,0.2274 (reliable)
MM_defect4ml048_original2_LR_0.01_1,0.3541 (reliable)
MM_defect4ml048_original2_NAI_0.01_1,0.3574 (reliable)
MM_defect4ml048_original2_NEB_0.01_1,0.2976 (reliable)
MM_defect4ml048_original2_NS_0.01_1,0.3002 (reliable)
MM_defect4ml048_original2_WS_0.01_1,0.2871 (reliable)
MM_defect4ml048_original3_GF_0.01_1,0.3141 (reliable)
MM_defect4ml048_original3_LA_0.01_1,0.2237 (reliable)
MM_defect4ml048_original3_LD_0.01_1,0.2221 (reliable)
MM_defect4ml048_original3_LR_0.01_1,0.3607 (reliable)
MM_defect4ml048_original3_NAI_0.01_1,0.3369 (reliable)
MM_defect4ml048_original3_NEB_0.01_1,0.2680 (reliable)
MM_defect4ml048_original3_NS_0.01_1,0.3244 (reliable)
MM_defect4ml048_original3_WS_0.01_1,0.2486 (reliable)
MM_defect4ml048_original4_GF_0.01_1,0.2664 (reliable)
MM_defect4ml048_original4_LA_0.01_1,0.3230 (reliable)
MM_defect4ml048_original4_LD_0.01_1,0.2212 (reliable)
MM_defect4ml048_original4_LR_0.01_1,0.3592 (reliable)
MM_defect4ml048_original4_NAI_0.01_1,0.2856 (reliable)
MM_defect4ml048_original4_NEB_0.01_1,0.4195 (reliable)
MM_defect4ml048_original4_NS_0.01_1,0.3765 (reliable)
MM_defect4ml048_original4_WS_0.01_1,0.2486 (reliable)
