,FM_deepfd031_faulty
MM_deepfd031_add_noise_mutated0_MP_100,0.1725 (unreliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_1,0.0544 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_2,0.0752 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_3,0.1169 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0660 (unreliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0405 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0949 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_1,0.0764 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_2,0.0856 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_3,0.0845 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_1,0.0787 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_2,0.1111 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_3,0.7236 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_1,0.7026 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_2,0.5780 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_1,0.1227 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_2,0.1273 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_3,0.7751 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_relu_1,0.1191 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_relu_2,0.0706 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_1,0.0949 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_2,0.2203 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_3,0.7127 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_1,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_2,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_1,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_2,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_3,0.1088 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_1,0.0602 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_2,0.0971 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_1,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_2,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_3,0.2118 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_1,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_2,0.0394 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_3,0.6965 (unreliable)
MM_deepfd031_change_batch_size_mutated0_MP_100_100,0.1933 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_13_13,0.1376 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_200_200,0.0405 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_25_25,0.0914 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_1,0.0394 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_2,0.0544 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_4,0.2647 (unreliable)
MM_deepfd031_change_epochs_mutated0_MP_6,0.1238 (reliable)
MM_deepfd031_change_label_mutated0_MP_100,0.2905 (unreliable)
MM_deepfd031_change_learning_rate_mutated0_MP_False_1e-05,0.0394 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_binary_crossentropy,0.0752 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_categorical_hinge,0.0394 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_hinge,0.5825 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_huber_loss,0.0394 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0417 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_logcosh,0.0417 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_absolute_error,0.5717 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.5810 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_squared_error,0.0440 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0394 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_poisson,0.0394 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_squared_hinge,0.0810 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adadelta,0.0394 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adagrad,0.2269 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adamax,0.3353 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_nadam,0.5782 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_rmsprop,0.5820 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_sgd,0.8282 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_1,0.0394 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_2,0.0394 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_3,0.0394 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.1019 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.1065 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.0891 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0567 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.1056 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.0660 (reliable)
