,FM_cleanml001_faulty
MM_cleanml012_add_noise_mutated0_MP_100,0.1090 (reliable)
MM_cleanml012_add_noise_mutated0_MP_12.5,0.1649 (reliable)
MM_cleanml012_add_noise_mutated0_MP_15.62,0.2054 (reliable)
MM_cleanml012_add_noise_mutated0_MP_18.75,0.2280 (reliable)
MM_cleanml012_add_noise_mutated0_MP_21.88,0.2177 (reliable)
MM_cleanml012_add_noise_mutated0_MP_25.0,0.2253 (reliable)
MM_cleanml012_add_noise_mutated0_MP_50.0,0.1218 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l1_1,0.0973 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l1_2,0.2255 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0943 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2003 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l2_1,0.2220 (reliable)
MM_cleanml012_add_weights_regularisation_mutated0_MP_l2_2,0.2663 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_elu_1,0.1276 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_elu_2,0.2538 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_exponential_1,0.1100 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1666 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1414 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_linear_1,0.0840 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_linear_2,0.2290 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_relu_1,0.1396 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_relu_2,0.2502 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_selu_1,0.1606 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_selu_2,0.2544 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_sigmoid_1,0.1954 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_sigmoid_2,0.1273 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softmax_1,0.1776 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softmax_2,0.0321 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softplus_1,0.2387 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softplus_2,0.1623 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softsign_1,0.1395 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_softsign_2,0.1748 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_tanh_1,0.1290 (reliable)
MM_cleanml012_change_activation_function_mutated0_MP_tanh_2,0.2081 (reliable)
MM_cleanml012_change_batch_size_mutated0_MP_100_100,0.0987 (reliable)
MM_cleanml012_change_batch_size_mutated0_MP_400_400,0.2372 (reliable)
MM_cleanml012_change_batch_size_mutated0_MP_50_50,0.0919 (reliable)
MM_cleanml012_change_batch_size_mutated0_MP_800_800,0.2570 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_1,0.0502 (unreliable)
MM_cleanml012_change_epochs_mutated0_MP_100,0.2589 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_150,0.1658 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_153,0.1293 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_154,0.1438 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_155,0.1894 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_156,0.1358 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_162,0.1860 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_175,0.1337 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_50,0.1476 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_75,0.2459 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_78,0.2647 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_80,0.2673 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_81,0.2678 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_82,0.2760 (reliable)
MM_cleanml012_change_epochs_mutated0_MP_88,0.2663 (reliable)
MM_cleanml012_change_label_mutated0_MP_100,0.0321 (reliable)
MM_cleanml012_change_label_mutated0_MP_12.5,0.1524 (reliable)
MM_cleanml012_change_label_mutated0_MP_25.0,0.0842 (reliable)
MM_cleanml012_change_label_mutated0_MP_3.12,0.1814 (reliable)
MM_cleanml012_change_label_mutated0_MP_50.0,0.0358 (reliable)
MM_cleanml012_change_label_mutated0_MP_6.25,0.1572 (reliable)
MM_cleanml012_change_label_mutated0_MP_9.38,0.1688 (reliable)
MM_cleanml012_change_learning_rate_mutated0_MP_False_0.0001,0.0905 (reliable)
MM_cleanml012_change_learning_rate_mutated0_MP_False_0.00033,0.2358 (reliable)
