,FM_cleanml017_faulty
MM_cleanml017_add_noise_mutated0_MP_100,0.2811 (reliable)
MM_cleanml017_add_noise_mutated0_MP_12.5,0.3364 (reliable)
MM_cleanml017_add_noise_mutated0_MP_15.62,0.3130 (reliable)
MM_cleanml017_add_noise_mutated0_MP_18.75,0.2993 (reliable)
MM_cleanml017_add_noise_mutated0_MP_21.88,0.3241 (reliable)
MM_cleanml017_add_noise_mutated0_MP_25.0,0.3258 (reliable)
MM_cleanml017_add_noise_mutated0_MP_50.0,0.2988 (reliable)
MM_cleanml017_add_noise_mutated0_MP_6.25,0.2952 (reliable)
MM_cleanml017_add_noise_mutated0_MP_9.38,0.3238 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_1,0.2040 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_2,0.2440 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2070 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2442 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l2_1,0.2745 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l2_2,0.2756 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_elu_1,0.2881 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_elu_2,0.2807 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_exponential_1,0.2517 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_exponential_2,0.2516 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2659 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2965 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_linear_1,0.2074 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_linear_2,0.2689 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_relu_1,0.3160 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_relu_2,0.2085 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_selu_1,0.2754 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_selu_2,0.2833 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_sigmoid_1,0.2593 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_sigmoid_2,0.2886 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softmax_1,0.2668 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softmax_2,0.1524 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softplus_1,0.2620 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softplus_2,0.2740 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softsign_1,0.2679 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softsign_2,0.2478 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_tanh_1,0.2630 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_tanh_2,0.2917 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_100_100,0.3112 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_400_400,0.3095 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_50_50,0.2801 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_800_800,0.2635 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_1,0.2045 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_100,0.2864 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_14,0.2453 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_150,0.2781 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_175,0.3213 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_188,0.3014 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_191,0.3170 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_192,0.2910 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_194,0.2841 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_2,0.2241 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_26,0.2661 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_4,0.2317 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_50,0.2735 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_8,0.2339 (reliable)
MM_cleanml017_change_label_mutated0_MP_100,0.0930 (reliable)
MM_cleanml017_change_label_mutated0_MP_12.5,0.2974 (reliable)
MM_cleanml017_change_label_mutated0_MP_25.0,0.2408 (reliable)
MM_cleanml017_change_label_mutated0_MP_3.12,0.3155 (reliable)
MM_cleanml017_change_label_mutated0_MP_50.0,0.1173 (reliable)
MM_cleanml017_change_label_mutated0_MP_6.25,0.3280 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.0001,0.2407 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00055,0.2642 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00078,0.2936 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00089,0.2972 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.0009,0.2986 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00092,0.2944 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00094,0.3010 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_binary_crossentropy,0.2849 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_categorical_crossentropy,0.0930 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_categorical_hinge,0.2211 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_hinge,0.2212 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_huber_loss,0.2998 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1525 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_logcosh,0.3025 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_absolute_error,0.2214 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0932 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_squared_error,0.3004 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.3225 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_poisson,0.3040 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_squared_hinge,0.1921 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adadelta,0.2061 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adagrad,0.2290 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adamax,0.2666 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_nadam,0.2890 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_rmsprop,0.2986 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_sgd,0.2343 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_constant_1,0.1524 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_constant_2,0.3052 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.2703 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.3241 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.3147 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.3085 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_normal_1,0.3004 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_normal_2,0.2929 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_uniform_1,0.3093 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_uniform_2,0.2786 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_identity_1,0.2971 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_identity_2,0.2937 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.2813 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.2927 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.2956 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.2961 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_ones_1,0.2135 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_ones_2,0.2288 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_orthogonal_1,0.3053 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_orthogonal_2,0.2807 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_normal_1,0.2983 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_normal_2,0.3036 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_uniform_1,0.2893 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_uniform_2,0.3047 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.3175 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_truncated_normal_2,0.3052 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.3059 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_variance_scaling_2,0.2905 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_zeros_1,0.1524 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_zeros_2,0.2846 (reliable)
MM_cleanml017_delete_training_data_mutated0_MP_12.38,0.2890 (reliable)
