,FM_defect4ml047_faulty
MM_defect4ml047_add_noise_mutated0_MP_100,0.7233 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_25.0,0.4220 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_37.5,0.5644 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_40.62,0.6054 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_43.75,0.5703 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_46.88,0.6324 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_50.0,0.6030 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_1,0.5588 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_13,0.6345 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_16,0.6427 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_21,0.7919 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_24,0.6469 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_27,0.5905 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_6,0.5542 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_9,0.5373 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5426 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_13,0.4308 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_16,0.5269 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_21,0.7956 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_24,0.6978 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_27,0.5926 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_6,0.6136 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_9,0.5693 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_1,0.4425 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_13,0.5567 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_16,0.4875 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_21,0.5207 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_24,0.4509 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_27,0.4858 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_6,0.5985 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_9,0.3898 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_elu_28,0.3669 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_exponential_28,0.4650 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_hard_sigmoid_28,0.7120 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_linear_28,0.4504 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_selu_28,0.4363 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_sigmoid_28,0.6087 (unreliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softmax_28,0.4861 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softplus_28,0.7470 (unreliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softsign_28,0.4274 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_tanh_28,0.3280 (reliable)
MM_defect4ml047_change_batch_size_mutated0_MP_16_16,0.4857 (reliable)
MM_defect4ml047_change_batch_size_mutated0_MP_256_256,0.5606 (reliable)
MM_defect4ml047_change_batch_size_mutated0_MP_512_512,0.6390 (reliable)
MM_defect4ml047_change_batch_size_mutated0_MP_64_64,0.6109 (reliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.125_0.125_23,0.3535 (reliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.125_0.125_26,0.4921 (reliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.25_0.25_23,0.4505 (reliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.25_0.25_26,0.4921 (reliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.75_0.75_23,0.7900 (unreliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.75_0.75_26,0.7609 (unreliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.9_0.9_23,0.7993 (unreliable)
MM_defect4ml047_change_dropout_rate_mutated0_MP_0.9_0.9_26,0.8002 (unreliable)
MM_defect4ml047_change_epochs_mutated0_MP_1,0.5723 (reliable)
MM_defect4ml047_change_label_mutated0_MP_100,0.2041 (reliable)
