,FM_deepfd031_faulty
MM_deepfd031_GF_0.01_1,0.21244131455399062
MM_deepfd031_GF_0.1_1,0.7471590909090908
MM_deepfd031_GF_0.2_1,0.786527514231499
MM_deepfd031_GF_0.6_1,0.6422578184591914
MM_deepfd031_GF_1.0_1,0.598581560283688
MM_deepfd031_LA_0.01_1,0.14553990610328638
MM_deepfd031_LD_0.01_1,0.0
MM_deepfd031_LR_0.01_1,0.6952789699570816
MM_deepfd031_NAI_0.01_1,0.15438596491228068
MM_deepfd031_NAI_0.1_1,0.7939958592132506
MM_deepfd031_NAI_0.2_1,0.6984258492129246
MM_deepfd031_NAI_0.6_1,0.5384615384615385
MM_deepfd031_NEB_0.01_1,0.7454128440366973
MM_deepfd031_NEB_0.1_1,0.6856906534325891
MM_deepfd031_NEB_0.2_1,0.8551650692225773
MM_deepfd031_NEB_0.6_1,0.25578703703703703
MM_deepfd031_NS_0.01_1,0.3943661971830986
MM_deepfd031_NS_0.1_1,0.6797687861271676
MM_deepfd031_NS_0.2_1,0.8520900321543409
MM_deepfd031_NS_0.6_1,0.88470066518847
MM_deepfd031_NS_1.0_1,0.6836158192090396
MM_deepfd031_WS_0.01_1,0.0656506447831184
MM_deepfd031_WS_0.1_1,0.6495726495726497
MM_deepfd031_WS_0.2_1,0.7558593749999999
MM_deepfd031_WS_0.6_1,0.564295485636115
