,FM_deeplocalize040_faulty
MM_deeplocalize040_GF_0.01_1,0.0379 (reliable)
MM_deeplocalize040_GF_0.1_1,0.0923 (reliable)
MM_deeplocalize040_GF_0.2_1,0.1577 (reliable)
MM_deeplocalize040_GF_0.6_1,0.2096 (reliable)
MM_deeplocalize040_GF_1.0_1,0.3538 (reliable)
MM_deeplocalize040_LD_0.01_1,0.0000 (reliable)
MM_deeplocalize040_LR_0.01_1,0.0247 (reliable)
MM_deeplocalize040_NAI_0.01_1,0.0472 (reliable)
MM_deeplocalize040_NAI_0.1_1,0.2312 (reliable)
MM_deeplocalize040_NAI_0.2_1,0.3676 (reliable)
MM_deeplocalize040_NEB_0.01_1,0.0236 (reliable)
MM_deeplocalize040_NEB_0.1_1,0.1618 (reliable)
MM_deeplocalize040_NEB_0.2_1,0.3161 (reliable)
MM_deeplocalize040_WS_0.01_1,0.0406 (reliable)
MM_deeplocalize040_WS_0.1_1,0.1978 (reliable)
