,FM_defect4ml054_faulty
MM_defect4ml054_original0_GF_0.01_1,0.23408004027183485
MM_defect4ml054_original0_LA_0.01_1,0.3121897407611693
MM_defect4ml054_original0_LD_0.01_1,0.21833458740907954
MM_defect4ml054_original0_LR_0.01_1,0.21833458740907954
MM_defect4ml054_original0_NAI_0.01_1,0.2480211081794195
MM_defect4ml054_original0_NEB_0.01_1,0.2468418393127842
MM_defect4ml054_original0_NS_0.01_1,0.27235332323013633
MM_defect4ml054_original0_WS_0.01_1,0.25065698911275186
MM_defect4ml054_original1_GF_0.01_1,0.296875
MM_defect4ml054_original1_LA_0.01_1,0.2893341190335887
MM_defect4ml054_original1_LD_0.01_1,0.2893341190335887
MM_defect4ml054_original1_LR_0.01_1,0.2893341190335887
MM_defect4ml054_original1_NAI_0.01_1,0.3373057412029954
MM_defect4ml054_original1_NEB_0.01_1,0.3053409472623447
MM_defect4ml054_original1_NS_0.01_1,0.3048093410631175
MM_defect4ml054_original1_WS_0.01_1,0.31034766847915635
MM_defect4ml054_original2_GF_0.01_1,0.17633986928104572
MM_defect4ml054_original2_LA_0.01_1,0.2730381911457343
MM_defect4ml054_original2_LD_0.01_1,0.15777835587929237
MM_defect4ml054_original2_LR_0.01_1,0.15777835587929237
MM_defect4ml054_original2_NAI_0.01_1,0.19417225373904076
MM_defect4ml054_original2_NEB_0.01_1,0.23673723536737237
MM_defect4ml054_original2_NS_0.01_1,0.2068611075420789
MM_defect4ml054_original2_WS_0.01_1,0.19339805825242717
MM_defect4ml054_original3_GF_0.01_1,0.3372349823321554
MM_defect4ml054_original3_LA_0.01_1,0.21090558147016247
MM_defect4ml054_original3_LD_0.01_1,0.2986840650226695
MM_defect4ml054_original3_LR_0.01_1,0.2986840650226695
MM_defect4ml054_original3_NAI_0.01_1,0.3524953989390494
MM_defect4ml054_original3_NEB_0.01_1,0.33026403372531615
MM_defect4ml054_original3_NS_0.01_1,0.3381209503239741
MM_defect4ml054_original3_WS_0.01_1,0.33828996282527873
MM_defect4ml054_original4_GF_0.01_1,0.19583987441130296
MM_defect4ml054_original4_LA_0.01_1,0.3544874202027788
MM_defect4ml054_original4_LD_0.01_1,0.17780994998683863
MM_defect4ml054_original4_LR_0.01_1,0.17780994998683863
MM_defect4ml054_original4_NAI_0.01_1,0.21721257127701893
MM_defect4ml054_original4_NEB_0.01_1,0.22260891982469713
MM_defect4ml054_original4_NS_0.01_1,0.20578863515666487
MM_defect4ml054_original4_WS_0.01_1,0.200820633059789
