,FM_defect4ml067_faulty
MM_defect4ml067_add_noise_mutated0_MP_100,0.3017 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_25.0,0.0881 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_31.25,0.0806 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_34.38,0.0740 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_37.5,0.1067 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_50.0,0.1255 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_0,0.1931 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_3,0.1642 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_6,0.1714 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_0,0.1639 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_3,0.1806 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_6,0.1572 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_0,0.1489 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_3,0.0489 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_6,0.0983 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_0,0.0997 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_1,0.0720 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_3,0.0555 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_4,0.0427 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_6,0.0993 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_7,0.6019 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_0,0.0559 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1004 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0968 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_4,0.1010 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_6,0.7475 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_7,0.3992 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_0,0.0756 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_1,0.0802 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_3,0.0861 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_4,0.0525 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_6,0.0448 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_7,0.6302 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_0,0.0727 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_1,0.0938 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_3,0.0737 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_4,0.0903 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_6,0.7475 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_7,0.4664 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_0,0.0951 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_1,0.0802 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_3,0.0830 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_4,0.0581 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_6,0.0868 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_7,0.5544 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_0,0.0949 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_1,0.0934 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_3,0.1170 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_4,0.1200 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_6,0.7475 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_7,0.0723 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_0,0.1030 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_1,0.1630 (reliable)
