,FM_deeplocalize024_faulty
MM_deeplocalize024_original0_GF_0.01_1,0.0270 (reliable)
MM_deeplocalize024_original0_LA_0.01_1,0.0265 (reliable)
MM_deeplocalize024_original0_NAI_0.01_1,0.0985 (reliable)
MM_deeplocalize024_original0_NEB_0.01_1,0.1171 (reliable)
MM_deeplocalize024_original0_NS_0.01_1,0.1301 (reliable)
MM_deeplocalize024_original0_WS_0.01_1,0.0556 (reliable)
MM_deeplocalize024_original1_GF_0.01_1,0.0342 (reliable)
MM_deeplocalize024_original1_LA_0.01_1,0.0342 (reliable)
MM_deeplocalize024_original1_NAI_0.01_1,0.3304 (unreliable)
MM_deeplocalize024_original1_NEB_0.01_1,0.0924 (reliable)
MM_deeplocalize024_original1_NS_0.01_1,0.4219 (unreliable)
MM_deeplocalize024_original1_WS_0.01_1,0.1351 (unreliable)
MM_deeplocalize024_original2_GF_0.01_1,0.0215 (unreliable)
MM_deeplocalize024_original2_LA_0.01_1,0.0108 (unreliable)
MM_deeplocalize024_original2_NAI_0.01_1,0.1429 (unreliable)
MM_deeplocalize024_original2_NEB_0.01_1,0.1404 (unreliable)
MM_deeplocalize024_original2_NS_0.01_1,0.0319 (unreliable)
MM_deeplocalize024_original2_WS_0.01_1,0.0526 (unreliable)
MM_deeplocalize024_original3_GF_0.01_1,0.0198 (reliable)
MM_deeplocalize024_original3_LA_0.01_1,0.0202 (reliable)
MM_deeplocalize024_original3_NAI_0.01_1,0.1296 (reliable)
MM_deeplocalize024_original3_NEB_0.01_1,0.1171 (reliable)
MM_deeplocalize024_original3_NS_0.01_1,0.1167 (reliable)
MM_deeplocalize024_original3_WS_0.01_1,0.0952 (reliable)
MM_deeplocalize024_original4_GF_0.01_1,0.0354 (reliable)
MM_deeplocalize024_original4_LA_0.01_1,0.0265 (reliable)
MM_deeplocalize024_original4_NAI_0.01_1,0.1228 (reliable)
MM_deeplocalize024_original4_NEB_0.01_1,0.2480 (reliable)
MM_deeplocalize024_original4_NS_0.01_1,0.3060 (unreliable)
MM_deeplocalize024_original4_WS_0.01_1,0.0354 (reliable)
