,FM_deeplocalize002_faulty
MM_deeplocalize002_GF_0.01_1,0.0382 (reliable)
MM_deeplocalize002_GF_0.1_1,0.0663 (reliable)
MM_deeplocalize002_GF_0.2_1,0.0649 (reliable)
MM_deeplocalize002_GF_0.6_1,0.0712 (reliable)
MM_deeplocalize002_GF_1.0_1,0.0579 (reliable)
MM_deeplocalize002_LA_0.01_1,0.0191 (unreliable)
MM_deeplocalize002_LD_0.01_1,0.0000 (reliable)
MM_deeplocalize002_LR_0.01_1,0.0000 (reliable)
MM_deeplocalize002_NAI_0.01_1,0.0592 (reliable)
MM_deeplocalize002_NAI_0.1_1,0.0212 (unreliable)
MM_deeplocalize002_NAI_0.2_1,0.0154 (reliable)
MM_deeplocalize002_NEB_0.01_1,0.0290 (reliable)
MM_deeplocalize002_NEB_0.1_1,0.0228 (reliable)
MM_deeplocalize002_NEB_0.2_1,0.0227 (reliable)
MM_deeplocalize002_NEB_0.6_1,0.0161 (reliable)
MM_deeplocalize002_NS_0.01_1,0.0255 (reliable)
MM_deeplocalize002_NS_0.1_1,0.0300 (reliable)
MM_deeplocalize002_NS_0.2_1,0.0205 (unreliable)
MM_deeplocalize002_NS_0.6_1,0.0167 (reliable)
MM_deeplocalize002_NS_1.0_1,0.0146 (reliable)
MM_deeplocalize002_WS_0.01_1,0.0403 (reliable)
MM_deeplocalize002_WS_0.1_1,0.0218 (reliable)
MM_deeplocalize002_WS_0.2_1,0.0175 (reliable)
MM_deeplocalize002_WS_0.6_1,0.0144 (reliable)
