,FM_deeplocalize039_faulty
MM_deeplocalize039_original0_GF_0.01_1,0.3123 (reliable)
MM_deeplocalize039_original0_LA_0.01_1,0.1105 (reliable)
MM_deeplocalize039_original0_LD_0.01_1,0.3021 (reliable)
MM_deeplocalize039_original0_LR_0.01_1,0.0166 (reliable)
MM_deeplocalize039_original0_NAI_0.01_1,0.3265 (reliable)
MM_deeplocalize039_original0_NEB_0.01_1,0.3481 (reliable)
MM_deeplocalize039_original0_NS_0.01_1,0.3489 (reliable)
MM_deeplocalize039_original0_WS_0.01_1,0.3616 (reliable)
MM_deeplocalize039_original1_GF_0.01_1,0.3084 (reliable)
MM_deeplocalize039_original1_LA_0.01_1,0.2933 (reliable)
MM_deeplocalize039_original1_LD_0.01_1,0.2770 (reliable)
MM_deeplocalize039_original1_LR_0.01_1,0.0661 (reliable)
MM_deeplocalize039_original1_NAI_0.01_1,0.3452 (reliable)
MM_deeplocalize039_original1_NEB_0.01_1,0.3450 (reliable)
MM_deeplocalize039_original1_NS_0.01_1,0.3114 (reliable)
MM_deeplocalize039_original1_WS_0.01_1,0.3263 (reliable)
MM_deeplocalize039_original2_GF_0.01_1,0.3313 (reliable)
MM_deeplocalize039_original2_LA_0.01_1,0.1179 (reliable)
MM_deeplocalize039_original2_LD_0.01_1,0.3192 (reliable)
MM_deeplocalize039_original2_LR_0.01_1,0.0666 (reliable)
MM_deeplocalize039_original2_NAI_0.01_1,0.3369 (reliable)
MM_deeplocalize039_original2_NEB_0.01_1,0.3426 (reliable)
MM_deeplocalize039_original2_NS_0.01_1,0.3443 (reliable)
MM_deeplocalize039_original2_WS_0.01_1,0.3098 (reliable)
MM_deeplocalize039_original3_GF_0.01_1,0.2152 (reliable)
MM_deeplocalize039_original3_LA_0.01_1,0.1008 (unreliable)
MM_deeplocalize039_original3_LD_0.01_1,0.2053 (reliable)
MM_deeplocalize039_original3_LR_0.01_1,0.0789 (reliable)
MM_deeplocalize039_original3_NAI_0.01_1,0.2131 (reliable)
MM_deeplocalize039_original3_NEB_0.01_1,0.2265 (reliable)
MM_deeplocalize039_original3_NS_0.01_1,0.2262 (reliable)
MM_deeplocalize039_original3_WS_0.01_1,0.1924 (reliable)
MM_deeplocalize039_original4_GF_0.01_1,0.2363 (reliable)
MM_deeplocalize039_original4_LA_0.01_1,0.1070 (reliable)
MM_deeplocalize039_original4_LD_0.01_1,0.2228 (reliable)
MM_deeplocalize039_original4_LR_0.01_1,0.0528 (unreliable)
MM_deeplocalize039_original4_NEB_0.01_1,0.2404 (reliable)
MM_deeplocalize039_original4_NS_0.01_1,0.2564 (reliable)
MM_deeplocalize039_original4_WS_0.01_1,0.2340 (reliable)
