,FM_defect4ml010_faulty
MM_defect4ml010_add_activation_function_mutated0_MP_elu_7,0.7536 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_elu_9,0.7314 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_exponential_7,0.7386 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_exponential_9,0.6754 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_hard_sigmoid_7,0.7494 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_hard_sigmoid_9,0.7193 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_linear_7,0.7044 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_linear_9,0.6859 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_relu_7,0.7116 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_relu_9,0.7476 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_selu_7,0.6859 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_selu_9,0.7046 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_sigmoid_7,0.7230 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_sigmoid_9,0.6952 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softmax_7,0.7080 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softmax_9,0.6979 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softplus_7,0.7232 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softplus_9,0.7424 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softsign_7,0.7156 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softsign_9,0.7488 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_tanh_7,0.7670 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_tanh_9,0.7180 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_100,0.7316 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_12.5,0.6798 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_18.75,0.6831 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_21.88,0.6736 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_25.0,0.6876 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_37.5,0.6937 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_43.75,0.6768 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_46.88,0.7048 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_50.0,0.6995 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_75.0,0.7530 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_87.5,0.7234 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_93.75,0.7518 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_96.88,0.7299 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_1,0.7470 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_10,0.6100 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_12,0.6566 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_4,0.7382 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_7,0.7071 (unreliable)
