,FM_deepfd047_faulty
MM_deepfd047_add_noise_mutated0_MP_100,0.6157 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_25.0,0.6298 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_37.5,0.5518 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_43.75,0.6262 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_46.88,0.5664 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_50.0,0.5824 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_75.0,0.6087 (reliable)
MM_deepfd047_add_noise_mutated0_MP_87.5,0.6109 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_90.62,0.5962 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_93.75,0.6108 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_1,0.5022 (reliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_2,0.6107 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_3,0.5876 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_4,0.6679 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5110 (reliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5901 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_3,0.5945 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_4,0.6048 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_1,0.5776 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_2,0.6020 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_3,0.6015 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_4,0.5866 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_1,0.6132 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_2,0.5712 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_3,0.5937 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_4,0.1288 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_1,0.5925 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_2,0.5542 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_3,0.6327 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_4,0.6025 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5891 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5935 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5613 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_4,0.3437 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_1,0.5839 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_2,0.5971 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_3,0.6264 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_4,0.1239 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_1,0.6037 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_2,0.6046 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_3,0.6067 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_1,0.6184 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_2,0.5472 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_3,0.5922 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_4,0.1271 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_1,0.5848 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_2,0.5830 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_3,0.5587 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_4,0.6183 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_1,0.6062 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_2,0.5942 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_3,0.5863 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_4,0.6121 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_1,0.5424 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_2,0.5894 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_3,0.5384 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_4,0.6385 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_1,0.6023 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_2,0.5812 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_3,0.5851 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_4,0.1472 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_1,0.5808 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_2,0.5860 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_3,0.5931 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_128_128,0.6053 (reliable)
MM_deepfd047_change_batch_size_mutated0_MP_16_16,0.5974 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_64_64,0.6297 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_8_8,0.5882 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_1,0.6118 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_4,0.6211 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_5,0.5943 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_6,0.5975 (unreliable)
MM_deepfd047_change_label_mutated0_MP_100,0.3314 (reliable)
MM_deepfd047_change_label_mutated0_MP_25.0,0.6049 (unreliable)
MM_deepfd047_change_label_mutated0_MP_31.25,0.6159 (unreliable)
MM_deepfd047_change_label_mutated0_MP_34.38,0.5881 (unreliable)
MM_deepfd047_change_label_mutated0_MP_37.5,0.6000 (unreliable)
MM_deepfd047_change_label_mutated0_MP_50.0,0.6053 (unreliable)
MM_deepfd047_change_label_mutated0_MP_53.12,0.6262 (unreliable)
MM_deepfd047_change_label_mutated0_MP_56.25,0.5878 (unreliable)
MM_deepfd047_change_label_mutated0_MP_62.5,0.5927 (reliable)
MM_deepfd047_change_label_mutated0_MP_75.0,0.5592 (reliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0001,0.5728 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0002,0.5850 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0003,0.5947 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0006,0.5880 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_binary_crossentropy,0.6068 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_categorical_hinge,0.5398 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_hinge,0.2756 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_huber_loss,0.6201 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.6274 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_logcosh,0.5966 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_absolute_error,0.5130 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.4301 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_squared_error,0.5722 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.6237 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_poisson,0.5903 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_squared_hinge,0.6089 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adadelta,0.2955 (reliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adagrad,0.5130 (reliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adamax,0.6161 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_nadam,0.6015 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_rmsprop,0.5792 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_sgd,0.6195 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_1,0.1159 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_2,0.1159 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_3,0.1159 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_4,0.5693 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.5780 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.5853 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.5592 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_normal_4,0.6250 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.6323 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.6307 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.6108 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_glorot_uniform_4,0.5829 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_normal_1,0.6020 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_normal_2,0.6069 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_normal_3,0.5976 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_normal_4,0.5942 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_uniform_1,0.5896 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_uniform_2,0.6227 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_uniform_3,0.5979 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_he_uniform_4,0.5816 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_identity_1,0.5977 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_identity_2,0.6237 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_identity_3,0.5681 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_identity_4,0.6283 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.5891 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.6098 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.6085 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_normal_4,0.6145 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.5488 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.6275 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.6033 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_lecun_uniform_4,0.6317 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_ones_1,0.4771 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_ones_2,0.5643 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_ones_3,0.5847 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_ones_4,0.6077 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_orthogonal_1,0.6053 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_orthogonal_2,0.6186 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_orthogonal_3,0.5875 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_orthogonal_4,0.6064 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_random_normal_1,0.5904 (unreliable)
