,FM_cleanml008_faulty
MM_cleanml008_original0_GF_0.01_1,0.1651 (reliable)
MM_cleanml008_original0_LA_0.01_1,0.2162 (reliable)
MM_cleanml008_original0_NAI_0.01_1,0.1895 (reliable)
MM_cleanml008_original0_NEB_0.01_1,0.1715 (reliable)
MM_cleanml008_original0_NS_0.01_1,0.1705 (reliable)
MM_cleanml008_original0_WS_0.01_1,0.1845 (reliable)
MM_cleanml008_original1_GF_0.01_1,0.1940 (reliable)
MM_cleanml008_original1_LA_0.01_1,0.2319 (reliable)
MM_cleanml008_original1_NAI_0.01_1,0.2142 (reliable)
MM_cleanml008_original1_NEB_0.01_1,0.2109 (reliable)
MM_cleanml008_original1_NS_0.01_1,0.2007 (reliable)
MM_cleanml008_original1_WS_0.01_1,0.2026 (reliable)
MM_cleanml008_original2_GF_0.01_1,0.1571 (reliable)
MM_cleanml008_original2_LA_0.01_1,0.2203 (reliable)
MM_cleanml008_original2_NAI_0.01_1,0.1749 (reliable)
MM_cleanml008_original2_NEB_0.01_1,0.1598 (reliable)
MM_cleanml008_original2_NS_0.01_1,0.1728 (reliable)
MM_cleanml008_original2_WS_0.01_1,0.1661 (reliable)
MM_cleanml008_original3_GF_0.01_1,0.1481 (reliable)
MM_cleanml008_original3_LA_0.01_1,0.2105 (reliable)
MM_cleanml008_original3_NAI_0.01_1,0.1989 (reliable)
MM_cleanml008_original3_NEB_0.01_1,0.1735 (reliable)
MM_cleanml008_original3_NS_0.01_1,0.1715 (reliable)
MM_cleanml008_original3_WS_0.01_1,0.1724 (reliable)
MM_cleanml008_original4_GF_0.01_1,0.1613 (reliable)
MM_cleanml008_original4_LA_0.01_1,0.2483 (reliable)
MM_cleanml008_original4_NAI_0.01_1,0.1988 (reliable)
MM_cleanml008_original4_NEB_0.01_1,0.1675 (reliable)
MM_cleanml008_original4_NS_0.01_1,0.1800 (reliable)
MM_cleanml008_original4_WS_0.01_1,0.1761 (reliable)
