,FM_defect4ml047_faulty
MM_defect4ml047_original0_GF_0.01_1,0.4297 (reliable)
MM_defect4ml047_original0_LD_0.01_1,0.2331 (reliable)
MM_defect4ml047_original0_LR_0.01_1,0.4053 (reliable)
MM_defect4ml047_original0_NAI_0.01_1,0.3498 (reliable)
MM_defect4ml047_original0_NEB_0.01_1,0.3479 (reliable)
MM_defect4ml047_original0_NS_0.01_1,0.3566 (reliable)
MM_defect4ml047_original0_WS_0.01_1,0.3869 (reliable)
MM_defect4ml047_original1_GF_0.01_1,0.5417 (reliable)
MM_defect4ml047_original1_LD_0.01_1,0.2878 (reliable)
MM_defect4ml047_original1_LR_0.01_1,0.3724 (reliable)
MM_defect4ml047_original1_NAI_0.01_1,0.4226 (reliable)
MM_defect4ml047_original1_NEB_0.01_1,0.4217 (reliable)
MM_defect4ml047_original1_NS_0.01_1,0.3632 (reliable)
MM_defect4ml047_original1_WS_0.01_1,0.4429 (reliable)
MM_defect4ml047_original2_GF_0.01_1,0.4278 (reliable)
MM_defect4ml047_original2_LA_0.01_1,0.6189 (unreliable)
MM_defect4ml047_original2_LD_0.01_1,0.3147 (reliable)
MM_defect4ml047_original2_LR_0.01_1,0.4924 (unreliable)
MM_defect4ml047_original2_NAI_0.01_1,0.3294 (reliable)
MM_defect4ml047_original2_NEB_0.01_1,0.4089 (reliable)
MM_defect4ml047_original2_NS_0.01_1,0.4405 (reliable)
MM_defect4ml047_original2_WS_0.01_1,0.4124 (reliable)
MM_defect4ml047_original3_GF_0.01_1,0.4512 (reliable)
MM_defect4ml047_original3_LA_0.01_1,0.3539 (unreliable)
MM_defect4ml047_original3_LD_0.01_1,0.3283 (reliable)
MM_defect4ml047_original3_LR_0.01_1,0.7251 (unreliable)
MM_defect4ml047_original3_NAI_0.01_1,0.4627 (reliable)
MM_defect4ml047_original3_NEB_0.01_1,0.4152 (reliable)
MM_defect4ml047_original3_NS_0.01_1,0.5334 (reliable)
MM_defect4ml047_original3_WS_0.01_1,0.5805 (reliable)
MM_defect4ml047_original4_GF_0.01_1,0.6122 (reliable)
MM_defect4ml047_original4_LA_0.01_1,0.6393 (reliable)
MM_defect4ml047_original4_LD_0.01_1,0.5379 (reliable)
MM_defect4ml047_original4_LR_0.01_1,0.6251 (unreliable)
MM_defect4ml047_original4_NAI_0.01_1,0.5254 (reliable)
MM_defect4ml047_original4_NEB_0.01_1,0.7102 (unreliable)
MM_defect4ml047_original4_NS_0.01_1,0.5839 (unreliable)
MM_defect4ml047_original4_WS_0.01_1,0.5686 (reliable)
