,FM_deeplocalize008_faulty
MM_deeplocalize008_add_activation_function_mutated0_MP_elu_1,0.1326 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_exponential_1,0.1046 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_hard_sigmoid_1,0.4357 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_linear_1,0.1238 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_relu_1,0.1769 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_selu_1,0.0863 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_sigmoid_1,0.4197 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softmax_1,0.4982 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softplus_1,0.2640 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softsign_1,0.1899 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_tanh_1,0.1272 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_100,0.1340 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_25.0,0.1213 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_37.5,0.1217 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_43.75,0.1005 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_46.88,0.1197 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_50.0,0.1272 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_56.25,0.1165 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_59.38,0.1118 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_62.5,0.1214 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_75.0,0.1165 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l1_1,0.1426 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1303 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l2_1,0.1148 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_1,0.1336 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_2,0.0962 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_3,0.6527 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_1,0.0993 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_2,0.0703 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_3,0.1065 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4564 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3461 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_3,0.4855 (unreliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_linear_1,0.1059 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_linear_2,0.0799 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_relu_1,0.1826 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_relu_2,0.0976 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_1,0.0881 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_2,0.0719 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_3,0.6009 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_1,0.4199 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_2,0.3629 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_3,0.1135 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_1,0.4982 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_2,0.5762 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_3,0.1286 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_1,0.2627 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_2,0.1545 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_3,0.1888 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_1,0.1949 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_2,0.1456 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_3,0.6247 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_1,0.1326 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_2,0.0994 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_3,0.5936 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_128_128,0.4266 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_16_16,0.0538 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_64_64,0.2335 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_8_8,0.0380 (reliable)
MM_deeplocalize008_change_epochs_mutated0_MP_1,0.5948 (unreliable)
MM_deeplocalize008_change_epochs_mutated0_MP_6,0.2040 (reliable)
MM_deeplocalize008_change_epochs_mutated0_MP_7,0.1628 (reliable)
MM_deeplocalize008_change_epochs_mutated0_MP_8,0.1432 (reliable)
MM_deeplocalize008_change_epochs_mutated0_MP_9,0.1385 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_100,0.2540 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_50.0,0.1195 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_53.12,0.1489 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_56.25,0.1454 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_59.38,0.1500 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_62.5,0.1608 (reliable)
MM_deeplocalize008_change_label_mutated0_MP_75.0,0.2560 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_binary_crossentropy,0.6304 (unreliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_categorical_hinge,0.4773 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_hinge,0.6008 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_huber_loss,0.6172 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1227 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_logcosh,0.6120 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_mean_absolute_error,0.6136 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.5995 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_mean_squared_error,0.6120 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.6200 (reliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_poisson,0.5965 (unreliable)
MM_deeplocalize008_change_loss_function_mutated0_MP_squared_hinge,0.6218 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_adadelta,0.0517 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_adagrad,0.0254 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_adam,0.0332 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_adamax,0.0164 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_nadam,0.0299 (reliable)
MM_deeplocalize008_change_optimisation_function_mutated0_MP_rmsprop,0.0330 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_constant_1,0.4982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_constant_2,0.4982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_constant_3,0.4431 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.1118 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.1217 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.1104 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.1185 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.1047 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.1216 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_normal_1,0.1180 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_normal_2,0.1233 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_normal_3,0.0974 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_uniform_1,0.1189 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_uniform_2,0.1121 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_he_uniform_3,0.0982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_identity_1,0.1137 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_identity_2,0.1370 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_identity_3,0.1681 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.1108 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.1270 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.1445 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.1084 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.1336 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.1560 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_ones_1,0.4982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_ones_2,0.5560 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_ones_3,0.4625 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_orthogonal_1,0.1189 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_orthogonal_2,0.1250 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_orthogonal_3,0.1358 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_normal_1,0.1043 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_normal_2,0.1082 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_normal_3,0.2814 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_uniform_1,0.1217 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_uniform_2,0.1332 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_random_uniform_3,0.3724 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.1042 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_truncated_normal_2,0.1332 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_truncated_normal_3,0.3747 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.1248 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_variance_scaling_2,0.1502 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_variance_scaling_3,0.1403 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_zeros_1,0.4982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_zeros_2,0.4982 (reliable)
MM_deeplocalize008_change_weights_initialisation_mutated0_MP_zeros_3,0.4346 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_12.38,0.1144 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_18.57,0.1200 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_21.66,0.1523 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_24.75,0.1610 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_49.5,0.2671 (reliable)
MM_deeplocalize008_delete_training_data_mutated0_MP_99,0.6176 (reliable)
MM_deeplocalize008_disable_batching_mutated0_MP,0.6033 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_100,0.2141 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_50.0,0.1177 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_62.5,0.1279 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_65.62,0.1508 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_68.75,0.1596 (reliable)
MM_deeplocalize008_make_output_classes_overlap_mutated0_MP_75.0,0.1814 (reliable)
MM_deeplocalize008_remove_activation_function_mutated0_MP_2,0.0804 (reliable)
MM_deeplocalize008_remove_activation_function_mutated0_MP_3,0.6168 (reliable)
MM_deeplocalize008_remove_bias_mutated0_MP_1,0.1245 (reliable)
MM_deeplocalize008_remove_bias_mutated0_MP_2,0.1105 (reliable)
MM_deeplocalize008_remove_bias_mutated0_MP_3,0.1157 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_100,0.3703 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_12.5,0.1311 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_15.62,0.1343 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_18.75,0.1560 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_25.0,0.1375 (reliable)
MM_deeplocalize008_unbalance_train_data_mutated0_MP_50.0,0.2614 (reliable)
