,FM_defect4ml026_faulty
MM_defect4ml026_add_noise_mutated0_MP_100,0.07410627696217773
MM_defect4ml026_add_noise_mutated0_MP_25.0,0.05441949195086851
MM_defect4ml026_add_noise_mutated0_MP_37.5,0.032841710979565904
MM_defect4ml026_add_noise_mutated0_MP_43.75,0.03378604402221182
MM_defect4ml026_add_noise_mutated0_MP_46.88,0.030201678985919266
MM_defect4ml026_add_noise_mutated0_MP_50.0,0.035673687729856234
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_1,0.03675708217666143
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_11,0.15856589664841766
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_2,0.04852292474268147
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_3,0.46565421306192767
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_5,0.18760791605790939
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_6,0.695453120100345
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_9,0.360410615262741
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_1,0.04107071247159472
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_11,0.20277360066833752
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_2,0.07585769590174876
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_3,0.11489701527301767
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_5,0.4535957317657583
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_6,0.7717913087417888
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_9,0.31280124987534486
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_1,0.04155513918629551
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_11,0.043491341846626994
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_2,0.056702237982136285
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_3,0.03161976067918979
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_5,0.0766353891875647
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_6,0.05630555369912451
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_9,0.15714762859051437
MM_defect4ml026_change_activation_function_mutated0_MP_elu_1,0.005088377075522229
MM_defect4ml026_change_activation_function_mutated0_MP_elu_11,0.8536688773810605
MM_defect4ml026_change_activation_function_mutated0_MP_elu_2,0.07613416182267657
MM_defect4ml026_change_activation_function_mutated0_MP_elu_3,0.07184186762099068
MM_defect4ml026_change_activation_function_mutated0_MP_elu_5,0.021305060369912036
MM_defect4ml026_change_activation_function_mutated0_MP_elu_6,0.04424956486812157
MM_defect4ml026_change_activation_function_mutated0_MP_elu_9,0.0426855785635433
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_1,0.012482013184753872
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_2,0.17974751185625545
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_3,0.19072575295210298
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_5,0.21376715065938456
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_6,0.2596952215812465
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_9,0.07382281188383517
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_1,0.03517453524140698
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_11,0.8448098974049488
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3320059239756459
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_3,0.2641740627897735
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_5,0.17648429955712427
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_6,0.3093702704481148
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_9,0.1386418889665967
MM_defect4ml026_change_activation_function_mutated0_MP_linear_1,0.005858721124874456
MM_defect4ml026_change_activation_function_mutated0_MP_linear_11,0.8503621001810501
MM_defect4ml026_change_activation_function_mutated0_MP_linear_2,0.021346359743040687
MM_defect4ml026_change_activation_function_mutated0_MP_linear_3,0.03397879669576268
MM_defect4ml026_change_activation_function_mutated0_MP_linear_5,0.01930928318051001
MM_defect4ml026_change_activation_function_mutated0_MP_linear_6,0.019546808581852263
MM_defect4ml026_change_activation_function_mutated0_MP_linear_9,0.031696622820229614
MM_defect4ml026_change_activation_function_mutated0_MP_relu_1,0.018914033208355652
MM_defect4ml026_change_activation_function_mutated0_MP_relu_11,0.8810637773947303
MM_defect4ml026_change_activation_function_mutated0_MP_relu_2,0.07758591897398218
MM_defect4ml026_change_activation_function_mutated0_MP_relu_3,0.08087596121698429
MM_defect4ml026_change_activation_function_mutated0_MP_relu_5,0.042585170340681364
MM_defect4ml026_change_activation_function_mutated0_MP_relu_6,0.031180996988959517
MM_defect4ml026_change_activation_function_mutated0_MP_relu_9,0.038983617519224335
MM_defect4ml026_change_activation_function_mutated0_MP_selu_1,0.006528070704027318
MM_defect4ml026_change_activation_function_mutated0_MP_selu_11,0.8788609449395677
MM_defect4ml026_change_activation_function_mutated0_MP_selu_2,0.029711914879378996
MM_defect4ml026_change_activation_function_mutated0_MP_selu_3,0.029335028097404337
MM_defect4ml026_change_activation_function_mutated0_MP_selu_5,0.058994779815285774
MM_defect4ml026_change_activation_function_mutated0_MP_selu_6,0.01776751656293917
MM_defect4ml026_change_activation_function_mutated0_MP_selu_9,0.018308397764166418
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_1,0.028133676780517175
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_11,0.04818756235450616
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_2,0.14397548219461007
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_3,0.2990951413022097
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_5,0.2538067690670922
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_6,0.1880466957129078
MM_defect4ml026_change_activation_function_mutated0_MP_sigmoid_9,0.11739608679710677
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_1,0.07223634903640257
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_11,0.06347241275470941
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_2,0.176578073089701
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_3,0.2907282344722047
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_5,0.2736898182060332
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_6,0.7555632277706289
MM_defect4ml026_change_activation_function_mutated0_MP_softmax_9,0.8036013527924194
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_1,0.023559333377953285
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_11,0.041123370110330994
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_2,0.23376061261861159
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_3,0.25019822915290074
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_5,0.26226773859959307
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_6,0.1210694972962147
MM_defect4ml026_change_activation_function_mutated0_MP_softplus_9,0.05278455216650519
MM_defect4ml026_change_activation_function_mutated0_MP_softsign_1,0.00994275384151853
MM_defect4ml026_change_activation_function_mutated0_MP_softsign_11,0.8863089985088706
