,FM_cleanml005_faulty
MM_cleanml005_add_noise_mutated0_MP_100,0.32360300250208507
MM_cleanml005_add_noise_mutated0_MP_12.5,0.1504211793020457
MM_cleanml005_add_noise_mutated0_MP_18.75,0.16772554002541296
MM_cleanml005_add_noise_mutated0_MP_21.88,0.15975609756097564
MM_cleanml005_add_noise_mutated0_MP_25.0,0.21919584954604415
MM_cleanml005_add_noise_mutated0_MP_50.0,0.13243243243243247
MM_cleanml005_add_noise_mutated0_MP_6.25,0.23262411347517728
MM_cleanml005_add_noise_mutated0_MP_9.38,0.203728362183755
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_1,0.3882752761257434
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_2,0.3858341099720411
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3850720949957592
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3837209302325582
MM_cleanml005_add_weights_regularisation_mutated0_MP_l2_1,0.3023529411764706
MM_cleanml005_add_weights_regularisation_mutated0_MP_l2_2,0.28230337078651685
MM_cleanml005_change_activation_function_mutated0_MP_elu_1,0.3197969543147208
MM_cleanml005_change_activation_function_mutated0_MP_elu_2,0.25818882466281307
MM_cleanml005_change_activation_function_mutated0_MP_exponential_1,0.3939688715953307
MM_cleanml005_change_activation_function_mutated0_MP_exponential_2,0.2787318361955086
MM_cleanml005_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3780487804878049
MM_cleanml005_change_activation_function_mutated0_MP_hard_sigmoid_2,0.31697612732095487
MM_cleanml005_change_activation_function_mutated0_MP_linear_1,0.3566433566433567
MM_cleanml005_change_activation_function_mutated0_MP_linear_2,0.24843423799582462
MM_cleanml005_change_activation_function_mutated0_MP_relu_1,0.19020979020979023
MM_cleanml005_change_activation_function_mutated0_MP_relu_2,0.36694677871148457
MM_cleanml005_change_activation_function_mutated0_MP_selu_1,0.21348314606741575
MM_cleanml005_change_activation_function_mutated0_MP_selu_2,0.23736462093862817
MM_cleanml005_change_activation_function_mutated0_MP_sigmoid_1,0.2829373650107992
MM_cleanml005_change_activation_function_mutated0_MP_sigmoid_2,0.25677603423680456
MM_cleanml005_change_activation_function_mutated0_MP_softmax_1,0.2535392535392535
MM_cleanml005_change_activation_function_mutated0_MP_softmax_2,0.014435695538057744
