,FM_defect4ml047_faulty
MM_defect4ml047_GF_0.01_1,0.2372 (reliable)
MM_defect4ml047_GF_0.1_1,0.4914 (reliable)
MM_defect4ml047_GF_0.2_1,0.4367 (reliable)
MM_defect4ml047_GF_0.6_1,0.3772 (reliable)
MM_defect4ml047_GF_1.0_1,0.4320 (reliable)
MM_defect4ml047_LD_0.01_1,0.0000 (reliable)
MM_defect4ml047_LR_0.01_1,0.3609 (unreliable)
MM_defect4ml047_NAI_0.01_1,0.4448 (reliable)
MM_defect4ml047_NAI_0.1_1,0.3186 (reliable)
MM_defect4ml047_NAI_0.2_1,0.5022 (unreliable)
MM_defect4ml047_NEB_0.01_1,0.3111 (reliable)
MM_defect4ml047_NEB_0.1_1,0.3951 (reliable)
MM_defect4ml047_NEB_0.2_1,0.4084 (reliable)
MM_defect4ml047_NEB_0.6_1,0.3847 (reliable)
MM_defect4ml047_NS_0.01_1,0.4453 (reliable)
MM_defect4ml047_NS_0.1_1,0.3738 (reliable)
MM_defect4ml047_NS_0.2_1,0.3665 (reliable)
MM_defect4ml047_NS_0.6_1,0.5611 (unreliable)
MM_defect4ml047_NS_1.0_1,0.3756 (reliable)
MM_defect4ml047_WS_0.01_1,0.4314 (reliable)
MM_defect4ml047_WS_0.1_1,0.3633 (reliable)
MM_defect4ml047_WS_0.2_1,0.3464 (reliable)
MM_defect4ml047_WS_0.6_1,0.4782 (reliable)
