,FM_defect4ml088_faulty
MM_defect4ml088_GF_0.01_1,0.0231 (reliable)
MM_defect4ml088_GF_0.1_1,0.1087 (reliable)
MM_defect4ml088_GF_0.2_1,0.0975 (reliable)
MM_defect4ml088_GF_0.6_1,0.1744 (reliable)
MM_defect4ml088_GF_1.0_1,0.2661 (reliable)
MM_defect4ml088_LD_0.01_1,0.0000 (reliable)
MM_defect4ml088_LR_0.01_1,0.0761 (reliable)
MM_defect4ml088_NAI_0.01_1,0.0311 (reliable)
MM_defect4ml088_NAI_0.1_1,0.2240 (reliable)
MM_defect4ml088_NEB_0.01_1,0.0543 (reliable)
MM_defect4ml088_NEB_0.1_1,0.1141 (reliable)
MM_defect4ml088_NEB_0.2_1,0.1300 (reliable)
MM_defect4ml088_NS_0.01_1,0.0174 (reliable)
MM_defect4ml088_NS_0.1_1,0.0771 (reliable)
MM_defect4ml088_NS_0.2_1,0.1049 (reliable)
MM_defect4ml088_NS_0.6_1,0.1679 (reliable)
MM_defect4ml088_NS_1.0_1,0.2203 (reliable)
MM_defect4ml088_WS_0.01_1,0.0058 (reliable)
MM_defect4ml088_WS_0.1_1,0.1175 (reliable)
MM_defect4ml088_WS_0.2_1,0.1823 (reliable)
