,FM_deepfd022_faulty
MM_deepfd022_GF_0.01_1,0.0122 (reliable)
MM_deepfd022_GF_0.1_1,0.0623 (reliable)
MM_deepfd022_GF_0.2_1,0.0356 (reliable)
MM_deepfd022_GF_0.6_1,0.1513 (reliable)
MM_deepfd022_GF_1.0_1,0.2845 (reliable)
MM_deepfd022_LA_0.01_1,0.2294 (reliable)
MM_deepfd022_LD_0.01_1,0.0000 (reliable)
MM_deepfd022_LR_0.01_1,0.0561 (reliable)
MM_deepfd022_NAI_0.01_1,0.0121 (reliable)
MM_deepfd022_NAI_0.1_1,0.2248 (reliable)
MM_deepfd022_NEB_0.01_1,0.0122 (reliable)
MM_deepfd022_NS_0.01_1,0.0091 (reliable)
MM_deepfd022_NS_0.2_1,0.2050 (reliable)
MM_deepfd022_WS_0.01_1,0.0213 (reliable)
