,FM_defect4ml026_faulty
MM_defect4ml026_GF_0.01_1,0.0044 (reliable)
MM_defect4ml026_GF_0.1_1,0.0310 (reliable)
MM_defect4ml026_GF_0.2_1,0.0617 (reliable)
MM_defect4ml026_GF_0.6_1,0.1872 (reliable)
MM_defect4ml026_GF_1.0_1,0.2002 (reliable)
MM_defect4ml026_LA_0.01_1,0.2256 (reliable)
MM_defect4ml026_LD_0.01_1,0.0000 (reliable)
MM_defect4ml026_LR_0.01_1,0.0000 (reliable)
MM_defect4ml026_NAI_0.01_1,0.0719 (reliable)
MM_defect4ml026_NAI_0.1_1,0.7102 (unreliable)
MM_defect4ml026_NAI_0.2_1,0.8853 (reliable)
MM_defect4ml026_NEB_0.01_1,0.0379 (reliable)
MM_defect4ml026_NEB_0.1_1,0.1666 (reliable)
MM_defect4ml026_NEB_0.2_1,0.4486 (unreliable)
MM_defect4ml026_NS_0.01_1,0.0272 (reliable)
MM_defect4ml026_NS_0.1_1,0.2094 (reliable)
MM_defect4ml026_NS_0.2_1,0.5110 (unreliable)
MM_defect4ml026_NS_0.6_1,0.8438 (reliable)
MM_defect4ml026_NS_1.0_1,0.8878 (reliable)
MM_defect4ml026_WS_0.01_1,0.0256 (reliable)
MM_defect4ml026_WS_0.1_1,0.1846 (reliable)
