,FM_defect4ml100_faulty
MM_defect4ml100_original0_GF_0.01_1,0.1060 (reliable)
MM_defect4ml100_original0_LA_0.01_1,0.1429 (reliable)
MM_defect4ml100_original0_NAI_0.01_1,0.1324 (reliable)
MM_defect4ml100_original0_NEB_0.01_1,0.1110 (reliable)
MM_defect4ml100_original0_NS_0.01_1,0.1314 (reliable)
MM_defect4ml100_original0_WS_0.01_1,0.1092 (reliable)
MM_defect4ml100_original1_GF_0.01_1,0.1342 (reliable)
MM_defect4ml100_original1_LA_0.01_1,0.1242 (reliable)
MM_defect4ml100_original1_NAI_0.01_1,0.1444 (reliable)
MM_defect4ml100_original1_NEB_0.01_1,0.1316 (reliable)
MM_defect4ml100_original1_NS_0.01_1,0.1975 (reliable)
MM_defect4ml100_original1_WS_0.01_1,0.1314 (reliable)
MM_defect4ml100_original2_GF_0.01_1,0.1108 (reliable)
MM_defect4ml100_original2_LA_0.01_1,0.3115 (reliable)
MM_defect4ml100_original2_NAI_0.01_1,0.2672 (reliable)
MM_defect4ml100_original2_NEB_0.01_1,0.1103 (reliable)
MM_defect4ml100_original2_NS_0.01_1,0.1443 (reliable)
MM_defect4ml100_original2_WS_0.01_1,0.1162 (reliable)
MM_defect4ml100_original3_GF_0.01_1,0.1345 (reliable)
MM_defect4ml100_original3_LA_0.01_1,0.4186 (reliable)
MM_defect4ml100_original3_NAI_0.01_1,0.1471 (reliable)
MM_defect4ml100_original3_NEB_0.01_1,0.1586 (reliable)
MM_defect4ml100_original3_NS_0.01_1,0.2288 (reliable)
MM_defect4ml100_original3_WS_0.01_1,0.1343 (reliable)
MM_defect4ml100_original4_GF_0.01_1,0.0864 (reliable)
MM_defect4ml100_original4_LA_0.01_1,0.2760 (reliable)
MM_defect4ml100_original4_NAI_0.01_1,0.0988 (reliable)
MM_defect4ml100_original4_NEB_0.01_1,0.0975 (reliable)
MM_defect4ml100_original4_NS_0.01_1,0.1273 (reliable)
MM_defect4ml100_original4_WS_0.01_1,0.1448 (reliable)
