,FM_deeplocalize035_faulty
MM_deeplocalize035_original0_GF_0.01_1,0.0763 (reliable)
MM_deeplocalize035_original0_LA_0.01_1,0.0432 (unreliable)
MM_deeplocalize035_original0_LD_0.01_1,0.0627 (reliable)
MM_deeplocalize035_original0_LR_0.01_1,0.0288 (unreliable)
MM_deeplocalize035_original0_NAI_0.01_1,0.0672 (reliable)
MM_deeplocalize035_original0_NEB_0.01_1,0.0771 (reliable)
MM_deeplocalize035_original0_NS_0.01_1,0.0928 (reliable)
MM_deeplocalize035_original0_WS_0.01_1,0.0764 (reliable)
MM_deeplocalize035_original1_GF_0.01_1,0.1519 (reliable)
MM_deeplocalize035_original1_LA_0.01_1,0.0504 (unreliable)
MM_deeplocalize035_original1_LD_0.01_1,0.1232 (reliable)
MM_deeplocalize035_original1_LR_0.01_1,0.0738 (reliable)
MM_deeplocalize035_original1_NAI_0.01_1,0.1546 (reliable)
MM_deeplocalize035_original1_NEB_0.01_1,0.1247 (reliable)
MM_deeplocalize035_original1_NS_0.01_1,0.1232 (reliable)
MM_deeplocalize035_original1_WS_0.01_1,0.1364 (reliable)
MM_deeplocalize035_original2_GF_0.01_1,0.1362 (reliable)
MM_deeplocalize035_original2_LA_0.01_1,0.0594 (unreliable)
MM_deeplocalize035_original2_LD_0.01_1,0.1163 (reliable)
MM_deeplocalize035_original2_LR_0.01_1,0.0699 (reliable)
MM_deeplocalize035_original2_NAI_0.01_1,0.1296 (reliable)
MM_deeplocalize035_original2_NEB_0.01_1,0.1567 (reliable)
MM_deeplocalize035_original2_NS_0.01_1,0.1170 (reliable)
MM_deeplocalize035_original2_WS_0.01_1,0.1647 (reliable)
MM_deeplocalize035_original3_GF_0.01_1,0.1689 (reliable)
MM_deeplocalize035_original3_LA_0.01_1,0.0596 (unreliable)
MM_deeplocalize035_original3_LD_0.01_1,0.1459 (reliable)
MM_deeplocalize035_original3_LR_0.01_1,0.0626 (reliable)
MM_deeplocalize035_original3_NAI_0.01_1,0.1254 (reliable)
MM_deeplocalize035_original3_NEB_0.01_1,0.1695 (reliable)
MM_deeplocalize035_original3_NS_0.01_1,0.1130 (reliable)
MM_deeplocalize035_original3_WS_0.01_1,0.1617 (reliable)
MM_deeplocalize035_original4_GF_0.01_1,0.1564 (reliable)
MM_deeplocalize035_original4_LA_0.01_1,0.0440 (unreliable)
MM_deeplocalize035_original4_LD_0.01_1,0.1333 (reliable)
MM_deeplocalize035_original4_LR_0.01_1,0.1333 (reliable)
MM_deeplocalize035_original4_NAI_0.01_1,0.1466 (reliable)
MM_deeplocalize035_original4_NEB_0.01_1,0.1527 (reliable)
MM_deeplocalize035_original4_NS_0.01_1,0.1332 (reliable)
MM_deeplocalize035_original4_WS_0.01_1,0.1465 (reliable)
