,FM_deeplocalize039_faulty
MM_deeplocalize039_add_noise_mutated0_MP_100,0.2364 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_25.0,0.4275 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_37.5,0.4157 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_43.75,0.3655 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_46.88,0.3206 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_50.0,0.3651 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_62.5,0.2867 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_65.62,0.3402 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_68.75,0.2940 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_75.0,0.3163 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_1,0.0647 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_3,0.4027 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_5,0.4506 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0629 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_3,0.3401 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_5,0.4241 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_1,0.2224 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_3,0.3905 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_5,0.4094 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_1024_1024,0.3692 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_128_128,0.3353 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_2048_2048,0.2248 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_256_256,0.4361 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.125_0.125_2,0.4909 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.125_0.125_4,0.4580 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.25_0.25_2,0.4673 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.25_0.25_4,0.4105 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.75_0.75_2,0.2923 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.75_0.75_4,0.3751 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.9_0.9_2,0.1713 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.9_0.9_4,0.2341 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_1,0.1355 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_2,0.1702 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_3,0.2777 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_4,0.3610 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_5,0.3243 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_6,0.4605 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_100,0.0327 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_12.5,0.2679 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_25.0,0.1462 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_3.12,0.4416 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_50.0,0.0360 (reliable)
MM_deeplocalize039_change_label_mutated0_MP_6.25,0.3424 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.0001,0.1221 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.0003,0.2067 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00033,0.2216 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00039,0.2566 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.0004,0.2763 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00044,0.2963 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00055,0.3248 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.0006,0.3208 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00078,0.3740 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00084,0.4233 (reliable)
MM_deeplocalize039_change_learning_rate_mutated0_MP_False_0.00089,0.3200 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_categorical_crossentropy,0.0201 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_categorical_hinge,0.3535 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_hinge,0.3092 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_huber_loss,0.4063 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0327 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_logcosh,0.4382 (unreliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_mean_absolute_error,0.2930 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0201 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_mean_squared_error,0.3973 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.3483 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_poisson,0.3746 (reliable)
MM_deeplocalize039_change_loss_function_mutated0_MP_squared_hinge,0.1174 (reliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_adadelta,0.0347 (unreliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_adagrad,0.0373 (unreliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_adam,0.4795 (reliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_adamax,0.2373 (reliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_nadam,0.3654 (reliable)
MM_deeplocalize039_change_optimisation_function_mutated0_MP_sgd,0.0491 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_constant_1,0.0201 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_constant_3,0.0201 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_constant_5,0.4262 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.3392 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.4144 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_normal_5,0.4550 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.4790 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.4234 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_glorot_uniform_5,0.3637 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_normal_1,0.4060 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_normal_3,0.4386 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_normal_5,0.4881 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_uniform_1,0.3776 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_uniform_3,0.4047 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_he_uniform_5,0.4817 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_identity_1,0.3369 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_identity_3,0.4632 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_identity_5,0.4221 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.3657 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.3441 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_normal_5,0.4530 (unreliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.4284 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.4203 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_lecun_uniform_5,0.4393 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_ones_1,0.0388 (unreliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_ones_3,0.1633 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_ones_5,0.1641 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_orthogonal_1,0.2951 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_orthogonal_3,0.4477 (unreliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_orthogonal_5,0.3942 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_normal_1,0.2727 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_normal_3,0.4822 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_normal_5,0.3425 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_uniform_1,0.3524 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_uniform_3,0.4603 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_random_uniform_5,0.3615 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.2775 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_truncated_normal_3,0.5019 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_truncated_normal_5,0.4371 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.4291 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_variance_scaling_3,0.4248 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_variance_scaling_5,0.4485 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_zeros_1,0.0201 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_zeros_3,0.0201 (reliable)
MM_deeplocalize039_change_weights_initialisation_mutated0_MP_zeros_5,0.3734 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_12.38,0.4144 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_18.57,0.3463 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_21.66,0.3473 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_24.75,0.3352 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_30.93,0.3107 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_34.02,0.3436 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_37.12,0.3459 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_49.5,0.2516 (reliable)
MM_deeplocalize039_delete_training_data_mutated0_MP_99,0.0398 (unreliable)
MM_deeplocalize039_disable_batching_mutated0_MP,0.1010 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_100,0.0327 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_12.5,0.3132 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_15.62,0.3081 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_18.75,0.3332 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_25.0,0.2821 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_28.12,0.3041 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_31.25,0.2447 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_37.5,0.2547 (reliable)
MM_deeplocalize039_make_output_classes_overlap_mutated0_MP_50.0,0.1961 (reliable)
MM_deeplocalize039_remove_activation_function_mutated0_MP_1,0.4171 (reliable)
MM_deeplocalize039_remove_activation_function_mutated0_MP_3,0.3717 (unreliable)
MM_deeplocalize039_remove_activation_function_mutated0_MP_5,0.1706 (reliable)
MM_deeplocalize039_remove_bias_mutated0_MP_1,0.4543 (reliable)
MM_deeplocalize039_remove_bias_mutated0_MP_3,0.4026 (reliable)
MM_deeplocalize039_remove_bias_mutated0_MP_5,0.3910 (reliable)
MM_deeplocalize039_remove_validation_set_mutated0_MP,0.4580 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_100,0.0201 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_12.5,0.3987 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_18.75,0.2741 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_21.88,0.2459 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_25.0,0.3315 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_31.25,0.3573 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_34.38,0.2163 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_37.5,0.2089 (reliable)
MM_deeplocalize039_unbalance_train_data_mutated0_MP_50.0,0.1097 (reliable)
