,FM_deepfd048_faulty
MM_deepfd048_add_noise_mutated0_MP_100,0.7843 (unreliable)
MM_deepfd048_add_noise_mutated0_MP_53.12,0.8283 (unreliable)
MM_deepfd048_add_noise_mutated0_MP_56.25,0.6092 (reliable)
MM_deepfd048_add_noise_mutated0_MP_62.5,0.6772 (unreliable)
MM_deepfd048_add_noise_mutated0_MP_75.0,0.7077 (reliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_1,0.5392 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_3,0.4043 (reliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_5,0.7707 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4751 (reliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_l2_3,0.6814 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l1_l2_5,0.7764 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l2_1,0.6741 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l2_3,0.6468 (unreliable)
MM_deepfd048_add_weights_regularisation_mutated0_MP_l2_5,0.7821 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_1,0.5868 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_2,0.7835 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_3,0.5787 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_4,0.6856 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_5,0.6171 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_elu_6,0.6937 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_exponential_2,0.6607 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_exponential_4,0.5149 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_exponential_6,0.6853 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5471 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4398 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_3,0.6877 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_4,0.6438 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_5,0.1940 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_hard_sigmoid_6,0.1185 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_linear_2,0.7785 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_linear_4,0.6578 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_linear_6,0.7029 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_1,0.7592 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_2,0.6682 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_3,0.7652 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_4,0.3062 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_5,0.1940 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_relu_6,0.4642 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_selu_2,0.8078 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_selu_4,0.5331 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_selu_6,0.7407 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_sigmoid_2,0.6656 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_sigmoid_4,0.7886 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_sigmoid_6,0.7035 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softmax_2,0.5147 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_softmax_4,0.7543 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softmax_6,0.1940 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_1,0.5938 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_2,0.6106 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_3,0.7463 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_4,0.7940 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_5,0.1940 (reliable)
MM_deepfd048_change_activation_function_mutated0_MP_softplus_6,0.7677 (unreliable)
MM_deepfd048_change_activation_function_mutated0_MP_softsign_2,0.7837 (unreliable)
