,FM_defect4ml091_faulty
MM_defect4ml091_add_noise_mutated0_MP_100,0.0481 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_25.0,0.0277 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_31.25,0.0344 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_34.38,0.0331 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_37.5,0.0321 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_43.75,0.0276 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_46.88,0.0283 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_50.0,0.0282 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_75.0,0.0323 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_78.12,0.0279 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_81.25,0.0340 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_87.5,0.0302 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_0,0.0342 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_1,0.0367 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_2,0.0314 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_3,0.0297 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_5,0.0321 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_6,0.0272 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_7,0.0211 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_8,0.0256 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0346 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0285 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_6,0.0459 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_7,0.0274 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_8,0.0230 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_0,0.0280 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_1,0.0282 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_2,0.0226 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_3,0.0301 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_5,0.0363 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_6,0.0290 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_7,0.0309 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_8,0.0336 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_1,0.0292 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_2,0.0269 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_3,0.0304 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_6,0.0289 (reliable)
