,FM_deeplocalize034_faulty
MM_deeplocalize034_original0_GF_0.01_1,0.2564 (unreliable)
MM_deeplocalize034_original0_LA_0.01_1,0.3033 (unreliable)
MM_deeplocalize034_original0_NAI_0.01_1,0.3233 (unreliable)
MM_deeplocalize034_original0_NEB_0.01_1,0.2929 (unreliable)
MM_deeplocalize034_original0_NS_0.01_1,0.3077 (unreliable)
MM_deeplocalize034_original0_WS_0.01_1,0.2607 (unreliable)
MM_deeplocalize034_original1_GF_0.01_1,0.2896 (unreliable)
MM_deeplocalize034_original1_LA_0.01_1,0.3288 (unreliable)
MM_deeplocalize034_original1_NAI_0.01_1,0.3409 (unreliable)
MM_deeplocalize034_original1_NEB_0.01_1,0.3257 (unreliable)
MM_deeplocalize034_original1_NS_0.01_1,0.3722 (unreliable)
MM_deeplocalize034_original1_WS_0.01_1,0.3134 (unreliable)
MM_deeplocalize034_original2_GF_0.01_1,0.1843 (unreliable)
MM_deeplocalize034_original2_LA_0.01_1,0.1759 (unreliable)
MM_deeplocalize034_original2_NAI_0.01_1,0.2273 (unreliable)
MM_deeplocalize034_original2_NEB_0.01_1,0.1835 (unreliable)
MM_deeplocalize034_original2_NS_0.01_1,0.2248 (unreliable)
MM_deeplocalize034_original2_WS_0.01_1,0.2093 (unreliable)
MM_deeplocalize034_original3_GF_0.01_1,0.2804 (unreliable)
MM_deeplocalize034_original3_LA_0.01_1,0.2736 (unreliable)
MM_deeplocalize034_original3_NAI_0.01_1,0.3094 (unreliable)
MM_deeplocalize034_original3_NEB_0.01_1,0.2752 (unreliable)
MM_deeplocalize034_original3_NS_0.01_1,0.2897 (unreliable)
MM_deeplocalize034_original3_WS_0.01_1,0.3052 (unreliable)
MM_deeplocalize034_original4_GF_0.01_1,0.2565 (unreliable)
MM_deeplocalize034_original4_LA_0.01_1,0.3430 (unreliable)
MM_deeplocalize034_original4_NAI_0.01_1,0.3084 (unreliable)
MM_deeplocalize034_original4_NEB_0.01_1,0.2555 (unreliable)
MM_deeplocalize034_original4_NS_0.01_1,0.2766 (unreliable)
MM_deeplocalize034_original4_WS_0.01_1,0.2522 (unreliable)
