,FM_cleanml003_faulty
MM_cleanml003_add_noise_mutated0_MP_100,0.3065 (reliable)
MM_cleanml003_add_noise_mutated0_MP_25.0,0.3414 (reliable)
MM_cleanml003_add_noise_mutated0_MP_37.5,0.3500 (reliable)
MM_cleanml003_add_noise_mutated0_MP_43.75,0.3529 (reliable)
MM_cleanml003_add_noise_mutated0_MP_46.88,0.3669 (reliable)
MM_cleanml003_add_noise_mutated0_MP_50.0,0.3544 (reliable)
MM_cleanml003_add_noise_mutated0_MP_75.0,0.3442 (reliable)
MM_cleanml003_add_noise_mutated0_MP_87.5,0.3353 (reliable)
MM_cleanml003_add_noise_mutated0_MP_93.75,0.3270 (reliable)
MM_cleanml003_add_noise_mutated0_MP_96.88,0.3217 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_1,0.2507 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_2,0.3268 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2518 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3031 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l2_1,0.3166 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l2_2,0.3353 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_elu_1,0.3249 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_elu_2,0.3243 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_exponential_1,0.3285 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_exponential_2,0.3194 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2925 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3338 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_linear_1,0.2458 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_linear_2,0.3270 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_relu_1,0.3650 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_relu_2,0.3208 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_selu_1,0.3469 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_selu_2,0.3031 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_sigmoid_1,0.3222 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_sigmoid_2,0.3594 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softmax_1,0.3157 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softmax_2,0.1271 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softplus_1,0.2942 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softplus_2,0.3621 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softsign_1,0.3282 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softsign_2,0.3275 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_tanh_1,0.3422 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_tanh_2,0.3724 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_100_100,0.3464 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_400_400,0.3472 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_50_50,0.3377 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_800_800,0.3590 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_1,0.2839 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_100,0.3543 (reliable)
