,FM_deepfd014_faulty
MM_deepfd014_add_noise_mutated0_MP_100,0.0574 (reliable)
MM_deepfd014_add_noise_mutated0_MP_25.0,0.0695 (reliable)
MM_deepfd014_add_noise_mutated0_MP_37.5,0.0846 (reliable)
MM_deepfd014_add_noise_mutated0_MP_40.62,0.0700 (reliable)
MM_deepfd014_add_noise_mutated0_MP_43.75,0.0574 (reliable)
MM_deepfd014_add_noise_mutated0_MP_50.0,0.0586 (reliable)
MM_deepfd014_add_noise_mutated0_MP_56.25,0.0511 (reliable)
MM_deepfd014_add_noise_mutated0_MP_59.38,0.0574 (reliable)
MM_deepfd014_add_noise_mutated0_MP_62.5,0.0680 (reliable)
MM_deepfd014_add_noise_mutated0_MP_75.0,0.0604 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_1,0.0650 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_2,0.1282 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0605 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.1266 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_1,0.0547 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_2,0.1223 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_elu_1,0.0261 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_elu_2,0.3266 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_exponential_1,0.1097 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_exponential_2,0.1221 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0841 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1184 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_linear_1,0.0721 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_linear_2,0.2740 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_relu_1,0.0421 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_selu_1,0.0560 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_selu_2,0.4013 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_1,0.0621 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_2,0.1196 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softmax_1,0.0783 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softmax_2,0.1163 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softplus_1,0.0511 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softplus_2,0.1164 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softsign_1,0.0637 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softsign_2,0.2373 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_tanh_1,0.0539 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_200_200,0.0490 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_25_25,0.0234 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_400_400,0.0681 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_50_50,0.0271 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_10,0.0509 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_55,0.0322 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_60,0.0423 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_66,0.0164 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_78,0.0413 (reliable)
MM_deepfd014_change_label_mutated0_MP_100,0.5032 (reliable)
MM_deepfd014_change_label_mutated0_MP_12.5,0.0665 (reliable)
MM_deepfd014_change_label_mutated0_MP_15.62,0.0837 (reliable)
MM_deepfd014_change_label_mutated0_MP_18.75,0.0837 (reliable)
MM_deepfd014_change_label_mutated0_MP_25.0,0.1641 (reliable)
MM_deepfd014_change_label_mutated0_MP_3.12,0.0549 (reliable)
MM_deepfd014_change_label_mutated0_MP_50.0,0.5628 (reliable)
MM_deepfd014_change_label_mutated0_MP_6.25,0.0577 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0001,0.0510 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0006,0.0514 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0007,0.0335 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0008,0.0298 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_binary_crossentropy,0.0516 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_categorical_hinge,0.0349 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_hinge,0.0367 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_huber_loss,0.0545 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0306 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_logcosh,0.0238 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_absolute_error,0.0349 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0341 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_squared_error,0.0612 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0236 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_poisson,0.0255 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_squared_hinge,0.0333 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_adadelta,0.0573 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_adagrad,0.0702 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_adamax,0.0506 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_nadam,0.0252 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_rmsprop,0.0651 (reliable)
MM_deepfd014_change_optimisation_function_mutated0_MP_sgd,0.0650 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_constant_1,0.0524 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_constant_2,0.1229 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.0705 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.1133 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0445 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.1139 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_he_normal_1,0.0251 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_he_normal_2,0.1211 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_he_uniform_1,0.0547 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_he_uniform_2,0.1139 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_identity_1,0.0303 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_identity_2,0.1211 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.0545 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.1205 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.0536 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.1195 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_ones_1,0.0557 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_ones_2,0.1217 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_orthogonal_1,0.0395 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_orthogonal_2,0.1152 (reliable)
MM_deepfd014_change_weights_initialisation_mutated0_MP_random_normal_1,0.0409 (reliable)
