,FM_cleanml010_faulty
MM_cleanml010_GF_0.01_1,0.0000 (reliable)
MM_cleanml010_GF_0.1_1,0.0055 (reliable)
MM_cleanml010_GF_0.2_1,0.0138 (reliable)
MM_cleanml010_GF_0.6_1,0.0081 (reliable)
MM_cleanml010_GF_1.0_1,0.0185 (reliable)
MM_cleanml010_LA_0.01_1,0.1908 (reliable)
MM_cleanml010_NAI_0.01_1,0.0028 (reliable)
MM_cleanml010_NAI_0.1_1,0.0108 (reliable)
MM_cleanml010_NAI_0.2_1,0.0371 (reliable)
MM_cleanml010_NEB_0.01_1,0.0000 (reliable)
MM_cleanml010_NS_0.01_1,0.0084 (reliable)
MM_cleanml010_WS_0.01_1,0.0028 (reliable)
MM_cleanml010_WS_0.1_1,0.0082 (reliable)
