,FM_cleanml016_faulty
MM_cleanml016_add_noise_mutated0_MP_100,0.2689 (reliable)
MM_cleanml016_add_noise_mutated0_MP_12.5,0.3299 (reliable)
MM_cleanml016_add_noise_mutated0_MP_18.75,0.3417 (reliable)
MM_cleanml016_add_noise_mutated0_MP_21.88,0.3424 (reliable)
MM_cleanml016_add_noise_mutated0_MP_25.0,0.3283 (reliable)
MM_cleanml016_add_noise_mutated0_MP_28.12,0.3340 (reliable)
MM_cleanml016_add_noise_mutated0_MP_31.25,0.3235 (reliable)
MM_cleanml016_add_noise_mutated0_MP_37.5,0.3178 (reliable)
MM_cleanml016_add_noise_mutated0_MP_50.0,0.3176 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_1,0.2380 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_2,0.3286 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2414 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3204 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l2_1,0.3294 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l2_2,0.3522 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_elu_1,0.3403 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_elu_2,0.2444 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_exponential_1,0.3058 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_exponential_2,0.3146 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2774 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3290 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_linear_1,0.2394 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_linear_2,0.2761 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_relu_1,0.3469 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_relu_2,0.2502 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_selu_1,0.3707 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_selu_2,0.2454 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_sigmoid_1,0.3213 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_sigmoid_2,0.3383 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softmax_1,0.3258 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softmax_2,0.2050 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softplus_1,0.3293 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softplus_2,0.2596 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softsign_1,0.2926 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_softsign_2,0.3206 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_tanh_1,0.2914 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_tanh_2,0.3295 (reliable)
MM_cleanml016_change_batch_size_mutated0_MP_100_100,0.3382 (reliable)
MM_cleanml016_change_batch_size_mutated0_MP_400_400,0.3876 (reliable)
MM_cleanml016_change_batch_size_mutated0_MP_50_50,0.3068 (reliable)
MM_cleanml016_change_batch_size_mutated0_MP_800_800,0.3485 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_1,0.2405 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_100,0.3718 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_150,0.3818 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_175,0.3610 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_188,0.3480 (reliable)
MM_cleanml016_change_epochs_mutated0_MP_194,0.3495 (reliable)
