,FM_defect4ml050_faulty
MM_defect4ml050_GF_0.01_1,0.0625 (unreliable)
MM_defect4ml050_GF_0.1_1,0.1605 (unreliable)
MM_defect4ml050_GF_0.2_1,0.2009 (unreliable)
MM_defect4ml050_GF_0.6_1,0.1045 (reliable)
MM_defect4ml050_GF_1.0_1,0.0566 (reliable)
MM_defect4ml050_LA_0.01_1,0.0440 (unreliable)
MM_defect4ml050_NAI_0.01_1,0.0344 (unreliable)
MM_defect4ml050_NEB_0.01_1,0.0595 (unreliable)
MM_defect4ml050_NEB_0.1_1,0.0510 (reliable)
MM_defect4ml050_NEB_0.2_1,0.0290 (unreliable)
MM_defect4ml050_NEB_0.6_1,0.0136 (reliable)
MM_defect4ml050_NS_0.01_1,0.0717 (unreliable)
MM_defect4ml050_NS_0.1_1,0.0407 (reliable)
MM_defect4ml050_NS_0.2_1,0.0246 (unreliable)
MM_defect4ml050_NS_0.6_1,0.0142 (reliable)
MM_defect4ml050_NS_1.0_1,0.0138 (reliable)
MM_defect4ml050_WS_0.01_1,0.1364 (unreliable)
MM_defect4ml050_WS_0.1_1,0.0307 (unreliable)
MM_defect4ml050_WS_0.2_1,0.0233 (unreliable)
