,FM_cleanml015_faulty
MM_cleanml015_add_noise_mutated0_MP_100,0.2336 (reliable)
MM_cleanml015_add_noise_mutated0_MP_50.0,0.3322 (reliable)
MM_cleanml015_add_noise_mutated0_MP_75.0,0.2348 (reliable)
MM_cleanml015_add_noise_mutated0_MP_87.5,0.2176 (reliable)
MM_cleanml015_add_noise_mutated0_MP_93.75,0.1867 (reliable)
MM_cleanml015_add_noise_mutated0_MP_96.88,0.1868 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_1,0.1966 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_2,0.2906 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1947 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2734 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l2_1,0.3229 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l2_2,0.3779 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_elu_1,0.3950 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_elu_2,0.2531 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_exponential_1,0.2522 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_exponential_2,0.3068 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2724 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3576 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_linear_1,0.1984 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_linear_2,0.2393 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_relu_1,0.4116 (unreliable)
MM_cleanml015_change_activation_function_mutated0_MP_relu_2,0.2187 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_selu_1,0.3247 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_selu_2,0.2009 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_sigmoid_1,0.3308 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_sigmoid_2,0.4894 (unreliable)
MM_cleanml015_change_activation_function_mutated0_MP_softmax_1,0.3751 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softmax_2,0.1422 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softplus_1,0.3414 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softplus_2,0.3298 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softsign_1,0.3759 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softsign_2,0.2701 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_tanh_1,0.3177 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_tanh_2,0.2986 (reliable)
MM_cleanml015_change_batch_size_mutated0_MP_100_100,0.4451 (unreliable)
MM_cleanml015_change_batch_size_mutated0_MP_400_400,0.4573 (unreliable)
MM_cleanml015_change_batch_size_mutated0_MP_50_50,0.3540 (reliable)
MM_cleanml015_change_batch_size_mutated0_MP_800_800,0.4277 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_1,0.1835 (reliable)
MM_cleanml015_change_epochs_mutated0_MP_100,0.3763 (reliable)
MM_cleanml015_change_epochs_mutated0_MP_150,0.4163 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_175,0.4773 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_188,0.4297 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_189,0.4379 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_190,0.4274 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_191,0.4845 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_194,0.4471 (unreliable)
MM_cleanml015_change_label_mutated0_MP_100,0.0475 (reliable)
MM_cleanml015_change_label_mutated0_MP_12.5,0.2834 (reliable)
MM_cleanml015_change_label_mutated0_MP_25.0,0.1449 (reliable)
MM_cleanml015_change_label_mutated0_MP_3.12,0.4172 (unreliable)
MM_cleanml015_change_label_mutated0_MP_50.0,0.0646 (reliable)
MM_cleanml015_change_label_mutated0_MP_6.25,0.3652 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.0001,0.2799 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00055,0.4639 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00078,0.4196 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00084,0.4414 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00086,0.4343 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00087,0.4812 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00089,0.4727 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_binary_crossentropy,0.4165 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_categorical_crossentropy,0.0475 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_categorical_hinge,0.2414 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_hinge,0.2315 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_huber_loss,0.4344 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1430 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_logcosh,0.4130 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_absolute_error,0.2358 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0478 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_squared_error,0.4163 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.3459 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_poisson,0.3742 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_squared_hinge,0.1122 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adadelta,0.1764 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adagrad,0.2106 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adamax,0.3584 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_nadam,0.4503 (unreliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_rmsprop,0.4256 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_sgd,0.2556 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_constant_1,0.1422 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_constant_2,0.4228 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.3942 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.4495 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.4371 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.4282 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_he_normal_1,0.4081 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_he_normal_2,0.4161 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_he_uniform_1,0.3967 (unreliable)
