,FM_defect4ml075_faulty
MM_defect4ml075_GF_0.01_1,0.3846 (unreliable)
MM_defect4ml075_GF_0.1_1,0.8462 (unreliable)
MM_defect4ml075_GF_0.2_1,1.0000 (unreliable)
MM_defect4ml075_GF_0.6_1,1.0000 (unreliable)
MM_defect4ml075_GF_1.0_1,1.0000 (unreliable)
MM_defect4ml075_LA_0.01_1,0.2308 (unreliable)
MM_defect4ml075_NAI_0.01_1,0.5385 (unreliable)
MM_defect4ml075_NAI_0.1_1,0.7692 (unreliable)
MM_defect4ml075_NEB_0.01_1,0.6154 (unreliable)
MM_defect4ml075_NEB_0.1_1,0.3846 (unreliable)
MM_defect4ml075_NEB_0.2_1,0.8462 (unreliable)
MM_defect4ml075_NS_0.01_1,0.4615 (unreliable)
MM_defect4ml075_NS_0.2_1,1.0000 (unreliable)
MM_defect4ml075_WS_0.01_1,0.5385 (unreliable)
MM_defect4ml075_WS_0.1_1,1.0000 (unreliable)
MM_defect4ml075_WS_0.2_1,1.0000 (unreliable)
