,FM_cleanml015_faulty
MM_cleanml015_GF_0.01_1,0.2014 (unreliable)
MM_cleanml015_GF_0.1_1,0.2597 (unreliable)
MM_cleanml015_GF_0.2_1,0.2202 (reliable)
MM_cleanml015_GF_0.6_1,0.1953 (reliable)
MM_cleanml015_GF_1.0_1,0.1591 (reliable)
MM_cleanml015_LA_0.01_1,0.0000 (reliable)
MM_cleanml015_NAI_0.01_1,0.2210 (reliable)
MM_cleanml015_NAI_0.1_1,0.1499 (reliable)
MM_cleanml015_NAI_0.2_1,0.1478 (reliable)
MM_cleanml015_NEB_0.01_1,0.1611 (reliable)
MM_cleanml015_NS_0.1_1,0.2399 (reliable)
MM_cleanml015_WS_0.1_1,0.2175 (reliable)
MM_cleanml015_WS_0.2_1,0.1748 (reliable)
