,FM_deepfd047_faulty
MM_deepfd047_GF_0.01_1,0.8580 (reliable)
MM_deepfd047_GF_0.1_1,0.8007 (reliable)
MM_deepfd047_GF_0.2_1,0.7879 (reliable)
MM_deepfd047_GF_0.6_1,0.7896 (reliable)
MM_deepfd047_GF_1.0_1,0.6972 (unreliable)
MM_deepfd047_LA_0.01_1,0.9057 (reliable)
MM_deepfd047_LR_0.01_1,0.1301 (reliable)
MM_deepfd047_NAI_0.01_1,0.6931 (unreliable)
MM_deepfd047_NAI_0.1_1,0.1595 (reliable)
MM_deepfd047_NEB_0.01_1,0.8700 (reliable)
MM_deepfd047_NEB_0.1_1,0.6874 (unreliable)
MM_deepfd047_NEB_0.2_1,0.2850 (reliable)
MM_deepfd047_NEB_0.6_1,0.1738 (unreliable)
MM_deepfd047_NS_0.01_1,0.2015 (reliable)
MM_deepfd047_NS_0.1_1,0.3467 (reliable)
MM_deepfd047_NS_0.2_1,0.2422 (reliable)
MM_deepfd047_NS_0.6_1,0.1319 (reliable)
MM_deepfd047_NS_1.0_1,0.1214 (reliable)
MM_deepfd047_WS_0.01_1,0.8638 (reliable)
MM_deepfd047_WS_0.1_1,0.4399 (reliable)
MM_deepfd047_WS_0.2_1,0.2548 (reliable)
MM_deepfd047_WS_0.6_1,0.1241 (reliable)
