,FM_cleanml004_faulty
MM_cleanml004_add_noise_mutated0_MP_100,0.3193 (reliable)
MM_cleanml004_add_noise_mutated0_MP_12.5,0.5000 (reliable)
MM_cleanml004_add_noise_mutated0_MP_18.75,0.3939 (reliable)
MM_cleanml004_add_noise_mutated0_MP_21.88,0.3023 (reliable)
MM_cleanml004_add_noise_mutated0_MP_25.0,0.3032 (reliable)
MM_cleanml004_add_noise_mutated0_MP_31.25,0.2604 (reliable)
MM_cleanml004_add_noise_mutated0_MP_34.38,0.3004 (reliable)
MM_cleanml004_add_noise_mutated0_MP_37.5,0.2407 (reliable)
MM_cleanml004_add_noise_mutated0_MP_50.0,0.3600 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l1_1,0.3253 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l1_2,0.3645 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3321 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3675 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l2_1,0.5110 (reliable)
MM_cleanml004_add_weights_regularisation_mutated0_MP_l2_2,0.6239 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_elu_1,0.4206 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_elu_2,0.2987 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_exponential_1,0.3268 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_exponential_2,0.5889 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3347 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5466 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_linear_1,0.3146 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_linear_2,0.3644 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_relu_1,0.4373 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_relu_2,0.3641 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_selu_1,0.4328 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_selu_2,0.3515 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_sigmoid_1,0.3129 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_sigmoid_2,0.5811 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softmax_1,0.4515 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softmax_2,0.0857 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softplus_1,0.3429 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softplus_2,0.5084 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softsign_1,0.4172 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_softsign_2,0.3535 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_tanh_1,0.4188 (reliable)
MM_cleanml004_change_activation_function_mutated0_MP_tanh_2,0.4747 (reliable)
MM_cleanml004_change_batch_size_mutated0_MP_100_100,0.4162 (reliable)
MM_cleanml004_change_batch_size_mutated0_MP_400_400,0.5938 (reliable)
MM_cleanml004_change_batch_size_mutated0_MP_50_50,0.4587 (reliable)
MM_cleanml004_change_batch_size_mutated0_MP_800_800,0.6234 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_1,0.2866 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_100,0.6304 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_150,0.6028 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_162,0.5104 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_163,0.6883 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_164,0.6256 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_165,0.5419 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_168,0.5551 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_175,0.5385 (reliable)
MM_cleanml004_change_epochs_mutated0_MP_26,0.3800 (reliable)
