,FM_deepfd028_faulty
MM_deepfd028_add_noise_mutated0_MP_100,0.4634 (reliable)
MM_deepfd028_add_noise_mutated0_MP_50.0,0.6074 (unreliable)
MM_deepfd028_add_noise_mutated0_MP_62.5,0.6154 (unreliable)
MM_deepfd028_add_noise_mutated0_MP_65.62,0.4848 (reliable)
MM_deepfd028_add_noise_mutated0_MP_68.75,0.4118 (reliable)
MM_deepfd028_add_noise_mutated0_MP_71.88,0.5722 (unreliable)
MM_deepfd028_add_noise_mutated0_MP_75.0,0.4388 (reliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l1_1,0.7174 (unreliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l1_4,0.7300 (unreliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7647 (unreliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l1_l2_4,0.7447 (unreliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l2_1,0.7327 (unreliable)
MM_deepfd028_add_weights_regularisation_mutated0_MP_l2_4,0.7292 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_elu_2,0.7879 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_elu_5,0.6226 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_hard_sigmoid_2,0.6301 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_hard_sigmoid_5,0.3248 (reliable)
MM_deepfd028_change_activation_function_mutated0_MP_linear_2,0.7849 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_linear_5,0.4562 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_relu_2,0.8082 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_relu_5,0.5377 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_selu_2,0.8105 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_selu_5,0.4969 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_sigmoid_2,0.6707 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_sigmoid_5,0.7821 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_softmax_2,0.3566 (reliable)
MM_deepfd028_change_activation_function_mutated0_MP_softmax_5,0.6053 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_softplus_2,0.7500 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_softplus_5,0.5496 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_softsign_2,0.7128 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_softsign_5,0.5135 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_tanh_2,0.6813 (unreliable)
MM_deepfd028_change_activation_function_mutated0_MP_tanh_5,0.3248 (reliable)
MM_deepfd028_change_batch_size_mutated0_MP_16_16,0.7869 (unreliable)
MM_deepfd028_change_batch_size_mutated0_MP_1_1,0.7333 (unreliable)
MM_deepfd028_change_batch_size_mutated0_MP_2_2,0.6542 (unreliable)
MM_deepfd028_change_batch_size_mutated0_MP_8_8,0.8125 (unreliable)
