,FM_deeplocalize006_faulty
MM_deeplocalize006_add_noise_mutated0_MP_100,0.6781 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_50.0,0.6831 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_75.0,0.6869 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_81.25,0.7073 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_84.38,0.7064 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_87.5,0.7463 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_1,0.7259 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_4,0.7932 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_7,0.7476 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7694 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_4,0.6749 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_7,0.8144 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_1,0.7982 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_4,0.7185 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_7,0.7150 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_1,0.8682 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_2,0.7391 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_4,0.7156 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_5,0.8714 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_7,0.8526 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_8,0.8201 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_1,0.6628 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_2,0.6714 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_4,0.7594 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_5,0.7077 (reliable)
