,FM_deeplocalize027_faulty
MM_deeplocalize027_add_noise_mutated0_MP_100,0.8729 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_25.0,0.8440 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_31.25,0.8559 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_34.38,0.8232 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_37.5,0.8201 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_40.62,0.8466 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_43.75,0.7567 (reliable)
MM_deeplocalize027_add_noise_mutated0_MP_50.0,0.8237 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_1,0.8185 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_3,0.8428 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_6,0.8911 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_8,0.8229 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_l2_1,0.8198 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_l2_3,0.8142 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_l2_6,0.8787 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l1_l2_8,0.8054 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l2_1,0.7726 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l2_3,0.8159 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l2_6,0.8276 (reliable)
MM_deeplocalize027_add_weights_regularisation_mutated0_MP_l2_8,0.8190 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_elu_1,0.8046 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_elu_3,0.8371 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_elu_6,0.8369 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_elu_8,0.9023 (unreliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_exponential_1,0.8242 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_exponential_3,0.9106 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_exponential_6,0.8383 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_hard_sigmoid_1,0.8641 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_hard_sigmoid_3,0.8082 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_hard_sigmoid_6,0.8314 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_hard_sigmoid_8,0.8765 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_linear_1,0.8025 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_linear_3,0.8140 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_linear_6,0.8378 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_linear_8,0.8897 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_relu_1,0.8014 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_relu_3,0.8325 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_relu_6,0.8226 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_selu_1,0.8158 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_selu_3,0.8405 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_selu_6,0.8191 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_selu_8,0.8668 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_sigmoid_1,0.8618 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_sigmoid_3,0.8457 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_sigmoid_6,0.8254 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_sigmoid_8,0.7862 (reliable)
MM_deeplocalize027_change_activation_function_mutated0_MP_softmax_1,0.8159 (reliable)
