,FM_deepfd011_faulty
MM_deepfd011_add_noise_mutated0_MP_100,1.0000 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_1,0.8333 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_2,0.8333 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_3,0.5000 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0000 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_l2_2,0.8333 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l1_l2_3,0.8333 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l2_1,0.5000 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l2_2,0.0000 (unreliable)
MM_deepfd011_add_weights_regularisation_mutated0_MP_l2_3,0.8333 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_elu_1,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_elu_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_elu_3,0.8000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_exponential_1,0.8333 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_exponential_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_exponential_3,0.3333 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5385 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_linear_1,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_linear_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_linear_3,0.6000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_relu_1,0.5000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_relu_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_relu_3,1.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_selu_1,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_selu_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_selu_3,0.8889 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_sigmoid_1,0.8333 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_sigmoid_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_sigmoid_3,0.5000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softmax_1,0.3125 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softmax_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softmax_3,0.2500 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softplus_1,0.5000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softplus_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softplus_3,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softsign_1,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softsign_2,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_softsign_3,0.6667 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_tanh_1,0.0000 (unreliable)
MM_deepfd011_change_activation_function_mutated0_MP_tanh_2,0.0000 (unreliable)
