,FM_deeplocalize034_faulty
MM_deeplocalize034_original0_GF_0.01_1,0.5310 (unreliable)
MM_deeplocalize034_original0_LA_0.01_1,0.5401 (unreliable)
MM_deeplocalize034_original0_NAI_0.01_1,0.5952 (unreliable)
MM_deeplocalize034_original0_NEB_0.01_1,0.5469 (unreliable)
MM_deeplocalize034_original0_NS_0.01_1,0.5760 (unreliable)
MM_deeplocalize034_original0_WS_0.01_1,0.5351 (unreliable)
MM_deeplocalize034_original1_GF_0.01_1,0.6154 (unreliable)
MM_deeplocalize034_original1_LA_0.01_1,0.6404 (unreliable)
MM_deeplocalize034_original1_NAI_0.01_1,0.6579 (unreliable)
MM_deeplocalize034_original1_NEB_0.01_1,0.6574 (unreliable)
MM_deeplocalize034_original1_NS_0.01_1,0.6640 (unreliable)
MM_deeplocalize034_original1_WS_0.01_1,0.6538 (unreliable)
MM_deeplocalize034_original2_GF_0.01_1,0.5263 (unreliable)
MM_deeplocalize034_original2_LA_0.01_1,0.5205 (unreliable)
MM_deeplocalize034_original2_NAI_0.01_1,0.5618 (unreliable)
MM_deeplocalize034_original2_NEB_0.01_1,0.5195 (unreliable)
MM_deeplocalize034_original2_NS_0.01_1,0.5698 (unreliable)
MM_deeplocalize034_original2_WS_0.01_1,0.5696 (unreliable)
MM_deeplocalize034_original3_GF_0.01_1,0.6452 (unreliable)
MM_deeplocalize034_original3_LA_0.01_1,0.6517 (unreliable)
MM_deeplocalize034_original3_NAI_0.01_1,0.6216 (unreliable)
MM_deeplocalize034_original3_NEB_0.01_1,0.6186 (unreliable)
MM_deeplocalize034_original3_NS_0.01_1,0.6526 (unreliable)
MM_deeplocalize034_original3_WS_0.01_1,0.6701 (unreliable)
MM_deeplocalize034_original4_GF_0.01_1,0.5463 (unreliable)
MM_deeplocalize034_original4_LA_0.01_1,0.5764 (unreliable)
MM_deeplocalize034_original4_NAI_0.01_1,0.6034 (unreliable)
MM_deeplocalize034_original4_NEB_0.01_1,0.5577 (unreliable)
MM_deeplocalize034_original4_NS_0.01_1,0.5462 (unreliable)
MM_deeplocalize034_original4_WS_0.01_1,0.5421 (unreliable)
