,FM_defect4ml048_faulty
MM_defect4ml048_GF_0.01_1,0.6875 (reliable)
MM_defect4ml048_GF_0.1_1,0.4036 (reliable)
MM_defect4ml048_GF_0.2_1,0.3687 (reliable)
MM_defect4ml048_GF_0.6_1,0.3209 (reliable)
MM_defect4ml048_GF_1.0_1,0.3014 (reliable)
MM_defect4ml048_LA_0.01_1,0.4867 (reliable)
MM_defect4ml048_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml048_LR_0.01_1,0.4352 (reliable)
MM_defect4ml048_NAI_0.01_1,0.5934 (reliable)
MM_defect4ml048_NAI_0.1_1,0.3306 (reliable)
MM_defect4ml048_NAI_0.2_1,0.3018 (reliable)
MM_defect4ml048_NAI_0.6_1,0.2821 (reliable)
MM_defect4ml048_NEB_0.01_1,0.5976 (reliable)
MM_defect4ml048_NEB_0.1_1,0.4496 (reliable)
MM_defect4ml048_NEB_0.2_1,0.3547 (reliable)
MM_defect4ml048_NEB_0.6_1,0.2904 (reliable)
MM_defect4ml048_NS_0.01_1,0.6610 (reliable)
MM_defect4ml048_NS_0.1_1,0.3589 (reliable)
MM_defect4ml048_NS_0.2_1,0.3086 (reliable)
MM_defect4ml048_NS_0.6_1,0.2810 (reliable)
MM_defect4ml048_NS_1.0_1,0.2890 (reliable)
MM_defect4ml048_WS_0.01_1,0.7058 (reliable)
MM_defect4ml048_WS_0.1_1,0.4760 (reliable)
MM_defect4ml048_WS_0.2_1,0.3411 (reliable)
MM_defect4ml048_WS_0.6_1,0.2572 (reliable)
