,FM_deeplocalize024_faulty
MM_deeplocalize024_GF_0.01_1,0.2000 (unreliable)
MM_deeplocalize024_GF_0.1_1,0.2500 (unreliable)
MM_deeplocalize024_GF_0.2_1,0.3478 (unreliable)
MM_deeplocalize024_GF_0.6_1,0.1667 (reliable)
MM_deeplocalize024_GF_1.0_1,0.4286 (unreliable)
MM_deeplocalize024_LA_0.01_1,0.2105 (unreliable)
MM_deeplocalize024_NAI_0.01_1,0.2267 (reliable)
MM_deeplocalize024_NAI_0.1_1,0.4857 (unreliable)
MM_deeplocalize024_NAI_0.2_1,0.3500 (unreliable)
MM_deeplocalize024_NEB_0.01_1,0.5082 (reliable)
MM_deeplocalize024_NEB_0.1_1,0.7500 (unreliable)
MM_deeplocalize024_NEB_0.2_1,0.1923 (reliable)
MM_deeplocalize024_NS_0.01_1,0.5652 (unreliable)
MM_deeplocalize024_NS_0.1_1,0.5714 (unreliable)
MM_deeplocalize024_NS_0.2_1,0.7083 (unreliable)
MM_deeplocalize024_NS_0.6_1,0.2439 (reliable)
MM_deeplocalize024_NS_1.0_1,0.3448 (reliable)
MM_deeplocalize024_WS_0.01_1,0.3125 (unreliable)
MM_deeplocalize024_WS_0.1_1,0.3333 (unreliable)
MM_deeplocalize024_WS_0.2_1,0.2105 (unreliable)
