,FM_deeplocalize008_faulty
MM_deeplocalize008_add_activation_function_mutated0_MP_elu_1,0.8727 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_exponential_1,0.8094 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_hard_sigmoid_1,0.6602 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_linear_1,0.8623 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_relu_1,0.8345 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_selu_1,0.8834 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_sigmoid_1,0.7181 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softmax_1,0.5564 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softplus_1,0.7529 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_softsign_1,0.8403 (reliable)
MM_deeplocalize008_add_activation_function_mutated0_MP_tanh_1,0.8400 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_100,0.8678 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_25.0,0.8547 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_37.5,0.8857 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_43.75,0.8745 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_46.88,0.9056 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_50.0,0.8782 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_56.25,0.8713 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_59.38,0.8949 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_62.5,0.8600 (reliable)
MM_deeplocalize008_add_noise_mutated0_MP_75.0,0.8943 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l1_1,0.8369 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l1_l2_1,0.8658 (reliable)
MM_deeplocalize008_add_weights_regularisation_mutated0_MP_l2_1,0.8585 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_1,0.8784 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_2,0.8923 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_elu_3,0.6717 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_1,0.8355 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_2,0.8939 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_exponential_3,0.8761 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7026 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_2,0.6979 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_hard_sigmoid_3,0.8650 (unreliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_linear_1,0.8648 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_linear_2,0.8988 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_relu_1,0.8085 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_relu_2,0.8680 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_1,0.9052 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_2,0.8984 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_selu_3,0.6262 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_1,0.7027 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_2,0.7529 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_sigmoid_3,0.8449 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_1,0.5564 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_2,0.6218 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softmax_3,0.8642 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_1,0.7867 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_2,0.8417 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softplus_3,0.8675 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_1,0.8333 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_2,0.8171 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_softsign_3,0.6365 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_1,0.8654 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_2,0.8767 (reliable)
MM_deeplocalize008_change_activation_function_mutated0_MP_tanh_3,0.6146 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_128_128,0.7530 (reliable)
MM_deeplocalize008_change_batch_size_mutated0_MP_16_16,0.9139 (reliable)
