,FM_defect4ml052_faulty
MM_defect4ml052_GF_0.01_1,0.5342 (reliable)
MM_defect4ml052_GF_0.1_1,0.1500 (reliable)
MM_defect4ml052_GF_0.2_1,0.1294 (reliable)
MM_defect4ml052_GF_0.6_1,0.1347 (reliable)
MM_defect4ml052_LA_0.01_1,0.2783 (unreliable)
MM_defect4ml052_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml052_LR_0.01_1,0.0000 (unreliable)
MM_defect4ml052_NAI_0.01_1,0.2312 (unreliable)
MM_defect4ml052_NAI_0.1_1,0.1680 (reliable)
MM_defect4ml052_NEB_0.01_1,0.6100 (unreliable)
MM_defect4ml052_NEB_0.1_1,0.1809 (unreliable)
MM_defect4ml052_NEB_0.2_1,0.1665 (reliable)
MM_defect4ml052_NS_0.01_1,0.5000 (unreliable)
MM_defect4ml052_NS_0.1_1,0.1423 (reliable)
MM_defect4ml052_NS_0.2_1,0.1266 (reliable)
MM_defect4ml052_WS_0.01_1,0.5144 (unreliable)
MM_defect4ml052_WS_0.1_1,0.1973 (reliable)
MM_defect4ml052_WS_0.2_1,0.1109 (reliable)
