,FM_cleanml011_faulty
MM_cleanml011_GF_0.01_1,0.1250 (reliable)
MM_cleanml011_GF_0.1_1,0.2879 (reliable)
MM_cleanml011_GF_0.2_1,0.1560 (reliable)
MM_cleanml011_GF_0.6_1,0.1066 (reliable)
MM_cleanml011_GF_1.0_1,0.1025 (reliable)
MM_cleanml011_LA_0.01_1,0.0167 (reliable)
MM_cleanml011_NAI_0.01_1,0.0784 (reliable)
MM_cleanml011_NAI_0.2_1,0.0239 (reliable)
MM_cleanml011_NEB_0.01_1,0.2063 (reliable)
MM_cleanml011_NS_0.01_1,0.0737 (reliable)
MM_cleanml011_NS_0.1_1,0.0973 (reliable)
MM_cleanml011_WS_0.01_1,0.2353 (reliable)
MM_cleanml011_WS_0.1_1,0.1141 (reliable)
MM_cleanml011_WS_0.2_1,0.0425 (reliable)
