,FM_cleanml009_faulty
MM_cleanml009_add_noise_mutated0_MP_100,0.1908 (reliable)
MM_cleanml009_add_noise_mutated0_MP_12.5,0.5583 (reliable)
MM_cleanml009_add_noise_mutated0_MP_25.0,0.4329 (reliable)
MM_cleanml009_add_noise_mutated0_MP_50.0,0.3255 (reliable)
MM_cleanml009_add_noise_mutated0_MP_6.25,0.6000 (reliable)
MM_cleanml009_add_noise_mutated0_MP_9.38,0.5328 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_1,0.4497 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_2,0.4789 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3978 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4825 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l2_1,0.4115 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l2_2,0.5498 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_elu_1,0.4810 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_elu_2,0.4081 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_exponential_1,0.4272 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_exponential_2,0.8029 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5497 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_hard_sigmoid_2,0.8923 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_linear_1,0.3836 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_linear_2,0.4669 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_relu_1,0.4211 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_relu_2,0.4228 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_selu_1,0.7204 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_selu_2,0.4214 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_sigmoid_1,0.6327 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_sigmoid_2,0.6939 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softmax_1,0.4308 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softmax_2,0.1622 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softplus_1,0.5268 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softplus_2,0.3456 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softsign_1,0.8000 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softsign_2,0.6721 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_tanh_1,0.9474 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_tanh_2,0.5000 (reliable)
MM_cleanml009_change_batch_size_mutated0_MP_100_100,0.6538 (reliable)
MM_cleanml009_change_batch_size_mutated0_MP_400_400,0.5763 (reliable)
MM_cleanml009_change_batch_size_mutated0_MP_50_50,0.6842 (reliable)
MM_cleanml009_change_batch_size_mutated0_MP_800_800,0.5724 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_1,0.2176 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_100,0.5897 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_125,0.6265 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_132,0.4804 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_134,0.5082 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_135,0.4545 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_136,0.5217 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_137,0.5333 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_138,0.7857 (reliable)
MM_cleanml009_change_epochs_mutated0_MP_150,0.4366 (reliable)
MM_cleanml009_change_label_mutated0_MP_100,0.1260 (reliable)
MM_cleanml009_change_label_mutated0_MP_12.5,0.4109 (reliable)
MM_cleanml009_change_label_mutated0_MP_25.0,0.3788 (reliable)
MM_cleanml009_change_label_mutated0_MP_3.12,0.4571 (reliable)
MM_cleanml009_change_label_mutated0_MP_50.0,0.1834 (reliable)
MM_cleanml009_change_label_mutated0_MP_6.25,0.4797 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.0001,0.3360 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00055,0.6129 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00056,0.5507 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00058,0.7381 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.0006,0.5243 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00061,0.6667 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00067,0.6944 (reliable)
MM_cleanml009_change_learning_rate_mutated0_MP_False_0.00078,0.7667 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_binary_crossentropy,0.5758 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_categorical_crossentropy,0.1260 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_categorical_hinge,0.2941 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_hinge,0.4337 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_huber_loss,0.6111 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1622 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_logcosh,0.4426 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_mean_absolute_error,0.3801 (reliable)
MM_cleanml009_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.1268 (reliable)
