,FM_deepfd023_faulty
MM_deepfd023_GF_0.01_1,0.0000 (unreliable)
MM_deepfd023_GF_0.1_1,0.0000 (unreliable)
MM_deepfd023_GF_0.2_1,0.0000 (unreliable)
MM_deepfd023_GF_0.6_1,0.0000 (unreliable)
MM_deepfd023_GF_1.0_1,0.0000 (unreliable)
MM_deepfd023_LA_0.01_1,0.0000 (unreliable)
MM_deepfd023_LD_0.01_1,0.0000 (unreliable)
MM_deepfd023_LR_0.01_1,0.2308 (unreliable)
MM_deepfd023_NAI_0.01_1,0.0000 (unreliable)
MM_deepfd023_NEB_0.01_1,0.0000 (unreliable)
MM_deepfd023_NEB_0.1_1,0.0000 (unreliable)
MM_deepfd023_NEB_0.2_1,0.0000 (unreliable)
MM_deepfd023_NS_0.01_1,0.0000 (unreliable)
MM_deepfd023_NS_0.1_1,0.0000 (unreliable)
MM_deepfd023_WS_0.01_1,0.0000 (unreliable)
MM_deepfd023_WS_0.1_1,0.0000 (unreliable)
MM_deepfd023_WS_0.2_1,0.0000 (unreliable)
