,FM_deeplocalize040_faulty
MM_deeplocalize040_add_noise_mutated0_MP_100,0.6280 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_12.5,0.5314 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_25.0,0.5165 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_3.12,0.4893 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_50.0,0.5498 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_6.25,0.5464 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_1,0.5520 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_11,0.5250 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_3,0.6632 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_5,0.6517 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_9,0.5291 (unreliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5396 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_11,0.5399 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_3,0.6168 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_5,0.7002 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_9,0.5219 (unreliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_1,0.5332 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_11,0.5089 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_3,0.5183 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_5,0.5664 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_9,0.5782 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_1,0.5922 (reliable)
