,FM_deepfd014_faulty
MM_deepfd014_add_noise_mutated0_MP_100,0.6259541984732824
MM_deepfd014_add_noise_mutated0_MP_25.0,0.6583394562821455
MM_deepfd014_add_noise_mutated0_MP_37.5,0.8714168714168715
MM_deepfd014_add_noise_mutated0_MP_40.62,0.6364275668073136
MM_deepfd014_add_noise_mutated0_MP_43.75,0.6286201022146507
MM_deepfd014_add_noise_mutated0_MP_50.0,0.6681534344335415
MM_deepfd014_add_noise_mutated0_MP_56.25,0.5852575488454707
MM_deepfd014_add_noise_mutated0_MP_59.38,0.6539145907473309
MM_deepfd014_add_noise_mutated0_MP_62.5,0.731418918918919
MM_deepfd014_add_noise_mutated0_MP_75.0,0.7277039848197344
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_1,0.8023483365949119
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_2,0.9779546846295163
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.784394250513347
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.9794903666873835
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_1,0.7009063444108761
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_2,0.9806825499034127
MM_deepfd014_change_activation_function_mutated0_MP_elu_1,0.23854447439353102
MM_deepfd014_change_activation_function_mutated0_MP_elu_2,0.48786657181250503
MM_deepfd014_change_activation_function_mutated0_MP_exponential_1,0.6480322003577818
MM_deepfd014_change_activation_function_mutated0_MP_exponential_2,0.9756254008980114
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7934621099554238
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.9800531914893617
MM_deepfd014_change_activation_function_mutated0_MP_linear_1,0.7584780810587262
MM_deepfd014_change_activation_function_mutated0_MP_linear_2,0.4917642183777064
MM_deepfd014_change_activation_function_mutated0_MP_relu_1,0.3950530035335689
MM_deepfd014_change_activation_function_mutated0_MP_selu_1,0.33736501079913606
MM_deepfd014_change_activation_function_mutated0_MP_selu_2,0.5752923976608187
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_1,0.640737770649559
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_2,0.9663212435233162
MM_deepfd014_change_activation_function_mutated0_MP_softmax_1,0.5929561200923789
MM_deepfd014_change_activation_function_mutated0_MP_softmax_2,0.9711796246648795
MM_deepfd014_change_activation_function_mutated0_MP_softplus_1,0.6161806208842897
MM_deepfd014_change_activation_function_mutated0_MP_softplus_2,0.9718498659517427
MM_deepfd014_change_activation_function_mutated0_MP_softsign_1,0.29826812059012187
MM_deepfd014_change_activation_function_mutated0_MP_softsign_2,0.5383384257238469
MM_deepfd014_change_activation_function_mutated0_MP_tanh_1,0.1779728651237031
MM_deepfd014_change_batch_size_mutated0_MP_200_200,0.446896551724138
MM_deepfd014_change_batch_size_mutated0_MP_25_25,0.1827896512935883
MM_deepfd014_change_batch_size_mutated0_MP_400_400,0.6591422121896163
MM_deepfd014_change_batch_size_mutated0_MP_50_50,0.30631399317406144
MM_deepfd014_change_epochs_mutated0_MP_10,0.5584745762711865
MM_deepfd014_change_epochs_mutated0_MP_55,0.3580454928390901
MM_deepfd014_change_epochs_mutated0_MP_60,0.4807692307692307
MM_deepfd014_change_epochs_mutated0_MP_66,0.16147719044170888
MM_deepfd014_change_epochs_mutated0_MP_78,0.48905109489051096
MM_deepfd014_change_label_mutated0_MP_100,0.5198824420002672
MM_deepfd014_change_label_mutated0_MP_12.5,0.4630108639420589
MM_deepfd014_change_label_mutated0_MP_15.62,0.5085431654676259
MM_deepfd014_change_label_mutated0_MP_18.75,0.5024368630926008
MM_deepfd014_change_label_mutated0_MP_25.0,0.6283407572383073
MM_deepfd014_change_label_mutated0_MP_3.12,0.49050203527815467
MM_deepfd014_change_label_mutated0_MP_50.0,0.6084059741269225
MM_deepfd014_change_label_mutated0_MP_6.25,0.5271966527196652
