,FM_deeplocalize006_faulty
MM_deeplocalize006_original0_GF_0.01_1,0.6707 (reliable)
MM_deeplocalize006_original0_LD_0.01_1,0.6670 (reliable)
MM_deeplocalize006_original0_LR_0.01_1,0.6929 (reliable)
MM_deeplocalize006_original0_NAI_0.01_1,0.6316 (reliable)
MM_deeplocalize006_original0_NEB_0.01_1,0.6307 (reliable)
MM_deeplocalize006_original0_NS_0.01_1,0.6750 (reliable)
MM_deeplocalize006_original0_WS_0.01_1,0.6279 (reliable)
MM_deeplocalize006_original1_GF_0.01_1,0.7114 (reliable)
MM_deeplocalize006_original1_LA_0.01_1,0.7116 (reliable)
MM_deeplocalize006_original1_LD_0.01_1,0.7069 (reliable)
MM_deeplocalize006_original1_LR_0.01_1,0.7069 (reliable)
MM_deeplocalize006_original1_NAI_0.01_1,0.6519 (reliable)
MM_deeplocalize006_original1_NEB_0.01_1,0.6486 (reliable)
MM_deeplocalize006_original1_NS_0.01_1,0.7938 (reliable)
MM_deeplocalize006_original1_WS_0.01_1,0.8101 (reliable)
MM_deeplocalize006_original2_GF_0.01_1,0.9150 (reliable)
MM_deeplocalize006_original2_LA_0.01_1,0.9068 (reliable)
MM_deeplocalize006_original2_LD_0.01_1,0.9068 (reliable)
MM_deeplocalize006_original2_LR_0.01_1,0.9068 (reliable)
MM_deeplocalize006_original2_NAI_0.01_1,0.9377 (reliable)
MM_deeplocalize006_original2_NEB_0.01_1,0.9108 (reliable)
MM_deeplocalize006_original2_NS_0.01_1,0.9516 (reliable)
MM_deeplocalize006_original2_WS_0.01_1,0.9178 (reliable)
MM_deeplocalize006_original3_GF_0.01_1,0.7231 (reliable)
MM_deeplocalize006_original3_LA_0.01_1,0.7569 (reliable)
MM_deeplocalize006_original3_LD_0.01_1,0.7179 (reliable)
MM_deeplocalize006_original3_LR_0.01_1,0.7867 (reliable)
MM_deeplocalize006_original3_NAI_0.01_1,0.7863 (reliable)
MM_deeplocalize006_original3_NEB_0.01_1,0.7207 (reliable)
MM_deeplocalize006_original3_NS_0.01_1,0.7831 (reliable)
MM_deeplocalize006_original3_WS_0.01_1,0.7579 (reliable)
MM_deeplocalize006_original4_GF_0.01_1,0.9051 (reliable)
MM_deeplocalize006_original4_LA_0.01_1,0.9080 (reliable)
MM_deeplocalize006_original4_LD_0.01_1,0.9080 (reliable)
MM_deeplocalize006_original4_LR_0.01_1,0.9336 (reliable)
MM_deeplocalize006_original4_NAI_0.01_1,0.9398 (reliable)
MM_deeplocalize006_original4_NEB_0.01_1,0.8851 (reliable)
MM_deeplocalize006_original4_NS_0.01_1,0.9230 (reliable)
MM_deeplocalize006_original4_WS_0.01_1,0.9174 (reliable)
