,FM_cleanml016_faulty
MM_cleanml016_GF_0.01_1,0.6167 (reliable)
MM_cleanml016_GF_0.1_1,0.3819 (reliable)
MM_cleanml016_GF_0.2_1,0.2682 (reliable)
MM_cleanml016_GF_0.6_1,0.2617 (reliable)
MM_cleanml016_GF_1.0_1,0.1987 (reliable)
MM_cleanml016_LA_0.01_1,0.4113 (reliable)
MM_cleanml016_NAI_0.01_1,0.3766 (reliable)
MM_cleanml016_NEB_0.01_1,0.4984 (reliable)
MM_cleanml016_NEB_0.2_1,0.1887 (reliable)
MM_cleanml016_NS_0.01_1,0.5233 (reliable)
MM_cleanml016_NS_0.2_1,0.1982 (reliable)
MM_cleanml016_WS_0.01_1,0.4566 (reliable)
MM_cleanml016_WS_0.1_1,0.3341 (reliable)
