,FM_deeplocalize015_faulty
MM_deeplocalize015_add_activation_function_mutated0_MP_elu_1,0.9743 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_elu_3,0.9263 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_exponential_1,0.9794 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_exponential_3,0.9604 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_hard_sigmoid_1,0.8918 (unreliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_hard_sigmoid_3,0.8923 (unreliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_linear_1,0.9752 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_linear_3,0.9821 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_relu_1,0.9393 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_relu_3,0.9417 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_selu_1,0.9513 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_selu_3,0.8899 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_sigmoid_1,0.9644 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_sigmoid_3,0.9668 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softmax_1,0.9536 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softmax_3,0.9619 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softplus_1,0.9645 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softplus_3,0.9552 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softsign_1,0.9598 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_softsign_3,0.9501 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_tanh_1,0.9708 (reliable)
MM_deeplocalize015_add_activation_function_mutated0_MP_tanh_3,0.9608 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_100,0.9728 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_25.0,0.9479 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_31.25,0.9848 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_34.38,0.9331 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_37.5,0.9643 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_43.75,0.9497 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_46.88,0.9581 (reliable)
MM_deeplocalize015_add_noise_mutated0_MP_50.0,0.9727 (reliable)
