,FM_deeplocalize024_faulty
MM_deeplocalize024_GF_0.01_1,0.2
MM_deeplocalize024_GF_0.1_1,0.25
MM_deeplocalize024_GF_0.2_1,0.3478260869565218
MM_deeplocalize024_GF_0.6_1,0.16666666666666669
MM_deeplocalize024_GF_1.0_1,0.4285714285714286
MM_deeplocalize024_LA_0.01_1,0.2105263157894737
MM_deeplocalize024_NAI_0.01_1,0.22666666666666668
MM_deeplocalize024_NAI_0.1_1,0.48571428571428577
MM_deeplocalize024_NAI_0.2_1,0.35000000000000003
MM_deeplocalize024_NEB_0.01_1,0.5081967213114754
MM_deeplocalize024_NEB_0.1_1,0.7500000000000001
MM_deeplocalize024_NEB_0.2_1,0.19230769230769226
MM_deeplocalize024_NS_0.01_1,0.5652173913043479
MM_deeplocalize024_NS_0.1_1,0.5714285714285714
MM_deeplocalize024_NS_0.2_1,0.7083333333333333
MM_deeplocalize024_NS_0.6_1,0.2439024390243902
MM_deeplocalize024_NS_1.0_1,0.3448275862068965
MM_deeplocalize024_WS_0.01_1,0.3125000000000001
MM_deeplocalize024_WS_0.1_1,0.3333333333333333
MM_deeplocalize024_WS_0.2_1,0.2105263157894737
