,FM_deepfd030_faulty
MM_deepfd030_add_noise_mutated0_MP_100,0.0667 (reliable)
MM_deepfd030_add_noise_mutated0_MP_25.0,0.2000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_37.5,0.0909 (reliable)
MM_deepfd030_add_noise_mutated0_MP_40.62,0.2308 (reliable)
MM_deepfd030_add_noise_mutated0_MP_43.75,0.0000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_50.0,0.0833 (reliable)
MM_deepfd030_add_noise_mutated0_MP_53.12,0.0000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_56.25,0.1429 (reliable)
MM_deepfd030_add_noise_mutated0_MP_62.5,0.2000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_75.0,0.0000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_1,0.4000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_2,0.3333 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_3,0.3333 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_4,0.5556 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_5,0.3750 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_6,0.5000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3750 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3636 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_3,0.6875 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_4,0.5000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_5,0.1250 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_6,0.5714 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_1,0.1429 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_2,0.1111 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_3,0.1111 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_4,0.0000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_5,0.1000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_6,0.4000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_1,0.2500 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_2,0.3333 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_3,0.2500 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_4,0.1667 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_5,0.4286 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_6,0.7607 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_1,0.6538 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_2,0.7105 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_3,0.2857 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_4,0.3750 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_5,0.4545 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_6,0.8421 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2500 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1429 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_3,1.0000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_4,0.1000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_5,0.1111 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_6,0.9305 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_1,0.4286 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_2,0.2500 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_3,0.5455 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_4,0.4286 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_5,0.9231 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_6,0.7776 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_1,0.7273 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_2,0.1250 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_3,0.0000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_4,0.7143 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_5,0.1000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_6,0.9083 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_1,0.1250 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_2,1.0000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_3,0.4545 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_4,0.2727 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_5,0.3333 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_6,0.6474 (unreliable)
