,FM_deeplocalize035_faulty
MM_deeplocalize035_original0_GF_0.01_1,0.0943 (reliable)
MM_deeplocalize035_original0_LA_0.01_1,0.0435 (unreliable)
MM_deeplocalize035_original0_LD_0.01_1,0.0806 (reliable)
MM_deeplocalize035_original0_LR_0.01_1,0.0288 (unreliable)
MM_deeplocalize035_original0_NAI_0.01_1,0.0704 (reliable)
MM_deeplocalize035_original0_NEB_0.01_1,0.0946 (reliable)
MM_deeplocalize035_original0_NS_0.01_1,0.1088 (reliable)
MM_deeplocalize035_original0_WS_0.01_1,0.0914 (reliable)
MM_deeplocalize035_original1_GF_0.01_1,0.1979 (reliable)
MM_deeplocalize035_original1_LA_0.01_1,0.0506 (unreliable)
MM_deeplocalize035_original1_LD_0.01_1,0.1714 (reliable)
MM_deeplocalize035_original1_LR_0.01_1,0.0754 (reliable)
MM_deeplocalize035_original1_NAI_0.01_1,0.1888 (reliable)
MM_deeplocalize035_original1_NEB_0.01_1,0.1549 (reliable)
MM_deeplocalize035_original1_NS_0.01_1,0.1414 (reliable)
MM_deeplocalize035_original1_WS_0.01_1,0.1614 (reliable)
MM_deeplocalize035_original2_GF_0.01_1,0.3007 (reliable)
MM_deeplocalize035_original2_LA_0.01_1,0.0607 (unreliable)
MM_deeplocalize035_original2_LD_0.01_1,0.2730 (reliable)
MM_deeplocalize035_original2_LR_0.01_1,0.0722 (reliable)
MM_deeplocalize035_original2_NAI_0.01_1,0.1633 (reliable)
MM_deeplocalize035_original2_NEB_0.01_1,0.2528 (reliable)
MM_deeplocalize035_original2_NS_0.01_1,0.1780 (reliable)
MM_deeplocalize035_original2_WS_0.01_1,0.2404 (reliable)
MM_deeplocalize035_original3_GF_0.01_1,0.2096 (reliable)
MM_deeplocalize035_original3_LA_0.01_1,0.0601 (unreliable)
MM_deeplocalize035_original3_LD_0.01_1,0.1930 (reliable)
MM_deeplocalize035_original3_LR_0.01_1,0.0635 (reliable)
MM_deeplocalize035_original3_NAI_0.01_1,0.1337 (reliable)
MM_deeplocalize035_original3_NEB_0.01_1,0.2082 (reliable)
MM_deeplocalize035_original3_NS_0.01_1,0.1211 (reliable)
MM_deeplocalize035_original3_WS_0.01_1,0.1989 (reliable)
MM_deeplocalize035_original4_GF_0.01_1,0.2585 (reliable)
MM_deeplocalize035_original4_LA_0.01_1,0.0443 (unreliable)
MM_deeplocalize035_original4_LD_0.01_1,0.2264 (reliable)
MM_deeplocalize035_original4_LR_0.01_1,0.2264 (reliable)
MM_deeplocalize035_original4_NAI_0.01_1,0.1702 (reliable)
MM_deeplocalize035_original4_NEB_0.01_1,0.1784 (reliable)
MM_deeplocalize035_original4_NS_0.01_1,0.1601 (reliable)
MM_deeplocalize035_original4_WS_0.01_1,0.1928 (reliable)
