,FM_defect4ml091_faulty
MM_defect4ml091_GF_0.01_1,0.1713 (reliable)
MM_defect4ml091_GF_0.1_1,0.1416 (reliable)
MM_defect4ml091_GF_0.2_1,0.2000 (reliable)
MM_defect4ml091_GF_0.6_1,0.2928 (reliable)
MM_defect4ml091_GF_1.0_1,0.1460 (reliable)
MM_defect4ml091_LA_0.01_1,0.0000 (reliable)
MM_defect4ml091_NAI_0.01_1,0.2032 (reliable)
MM_defect4ml091_NAI_0.1_1,0.1609 (reliable)
MM_defect4ml091_NEB_0.01_1,0.1179 (reliable)
MM_defect4ml091_NEB_0.1_1,0.1462 (reliable)
MM_defect4ml091_NEB_0.2_1,0.0718 (reliable)
MM_defect4ml091_NS_0.01_1,0.2019 (reliable)
MM_defect4ml091_NS_0.1_1,0.1142 (reliable)
MM_defect4ml091_NS_0.2_1,0.1144 (reliable)
MM_defect4ml091_WS_0.01_1,0.2578 (reliable)
MM_defect4ml091_WS_0.1_1,0.0608 (reliable)
MM_defect4ml091_WS_0.2_1,0.1245 (reliable)
